time,SMA
2020-01-08,2378.0363
2020-01-09,2382.2303
2020-01-10,2383.5679
2020-01-13,2386.1548
2020-01-14,2393.9206
2020-01-15,2399.0308
2020-01-16,2400.5987
2020-01-17,2400.5203
2020-01-20,2407.4629
2020-01-21,2412.5045
2020-01-22,2413.5873
2020-01-23,2410.5545
2020-01-24,2409.8441
2020-01-27,2403.1709
2020-01-28,2397.2621
2020-01-29,2389.2023
2020-01-30,2382.7007
2020-01-31,2378.6292
2020-02-03,2359.57
2020-02-04,2347.9287
2020-02-05,2345.4152
2020-02-06,2346.3315
2020-02-07,2341.9317
2020-02-10,2343.7739
2020-02-11,2344.0826
2020-02-12,2347.3065
2020-02-13,2346.0669
2020-02-14,2344.9253
2020-02-17,2353.6122
2020-02-18,2351.4025
2020-02-19,2350.0257
2020-02-20,2343.6955
2020-02-24,2332.6079
2020-02-25,2321.726
2020-02-26,2306.5865
2020-02-27,2290.6238
2020-02-28,2268.4289
2020-03-02,2247.0621
2020-03-03,2231.7902
2020-03-04,2220.1734
2020-03-05,2202.3098
2020-03-06,2176.6999
2020-03-09,2150.8255
2020-03-11,2124.6032
2020-03-12,2084.8043
2020-03-13,2064.7015
2020-03-16,2031.9237
2020-03-17,1989.9935
2020-03-18,1934.1437
2020-03-19,1876.976
2020-03-20,1833.7425
2020-03-23,1776.7806
2020-03-24,1725.1395
2020-03-25,1686.688
2020-03-26,1674.4392
2020-03-27,1643.6309
2020-03-30,1616.2328
2020-03-31,1604.0476
2020-04-01,1600.2015
2020-04-03,1588.2662
2020-04-07,1568.7955
2020-04-08,1571.647
2020-04-09,1591.2598
2020-04-13,1592.3279
2020-04-15,1577.1247
2020-04-16,1564.724
2020-04-17,1576.2673
2020-04-20,1585.8557
2020-04-21,1594.1751
2020-04-22,1610.221
2020-04-23,1620.7354
2020-04-24,1622.8912
2020-04-27,1612.1514
2020-04-28,1618.1485
2020-04-29,1641.8867
2020-04-30,1670.2599
2020-05-04,1674.5176
2020-05-05,1670.8478
2020-05-06,1677.0849
2020-05-07,1681.0682
2020-05-08,1683.7336
2020-05-11,1691.5337
2020-05-12,1699.6081
2020-05-13,1699.3337
2020-05-14,1679.2946
2020-05-15,1651.7103
2020-05-18,1630.9608
2020-05-19,1616.2181
2020-05-20,1605.8213
2020-05-21,1595.2824
2020-05-22,1578.3153
2020-05-26,1562.9504
2020-05-27,1552.8083
2020-05-28,1544.2537
2020-05-29,1546.8848
2020-06-01,1556.8945
2020-06-02,1586.5514
2020-06-03,1615.5419
2020-06-04,1628.9568
2020-06-05,1645.6201
2020-06-08,1669.6376
2020-06-09,1696.0118
2020-06-10,1719.3826
2020-06-11,1735.2129
2020-06-12,1748.2702
2020-06-15,1749.6862
2020-06-16,1750.475
2020-06-17,1746.3398
2020-06-18,1755.2961
2020-06-19,1762.4299
2020-06-22,1767.981
2020-06-23,1774.5905
2020-06-24,1773.3852
2020-06-25,1772.7777
2020-06-26,1770.5484
2020-06-29,1769.5979
2020-06-30,1762.9198
2020-07-01,1766.957
2020-07-02,1770.3034
2020-07-03,1774.8845
2020-07-06,1779.8379
2020-07-07,1784.5415
2020-07-08,1793.0813
2020-07-09,1811.012
2020-07-10,1824.5009
2020-07-13,1836.7309
2020-07-14,1842.3844
2020-07-15,1839.9467
2020-07-16,1831.9995
2020-07-17,1826.1692
2020-07-20,1821.8758
2020-07-21,1823.6272
2020-07-22,1825.51
2020-07-23,1818.831
2020-07-24,1814.342
2020-07-27,1814.9168
2020-07-28,1825.3416
2020-07-29,1834.1907
2020-07-30,1836.465
2020-07-31,1834.1709
2020-08-03,1827.7694
2020-08-04,1817.4536
2020-08-05,1806.9793
2020-08-06,1798.1648
2020-08-07,1791.9219
2020-08-10,1786.6104
2020-08-11,1779.4755
2020-08-12,1773.079
2020-08-13,1772.4894
2020-08-14,1773.3911
2020-08-17,1779.3418
2020-08-18,1783.3898
2020-08-19,1788.4733
2020-08-20,1788.4238
2020-08-21,1790.807
2020-08-24,1793.7947
2020-08-25,1794.2654
2020-08-26,1794.2852
2020-08-27,1800.003
2020-08-28,1808.9661
2020-08-31,1812.1867
2020-09-01,1815.1992
2020-09-02,1815.1298
2020-09-03,1817.5477
2020-09-04,1814.3767
2020-09-07,1810.5913
2020-09-08,1805.3839
2020-09-09,1800.0129
2020-09-10,1791.5304
2020-09-11,1780.2138
2020-09-14,1770.7651
2020-09-15,1761.6731
2020-09-16,1755.777
2020-09-17,1749.316
2020-09-18,1744.6387
2020-09-21,1736.5427
2020-09-22,1726.44
2020-09-23,1717.1399
2020-09-24,1703.3311
2020-09-25,1691.7964
2020-09-28,1686.3561
2020-09-29,1681.8374
2020-09-30,1678.9934
2020-10-01,1683.5071
2020-10-05,1689.7055
2020-10-06,1712.0514
2020-10-07,1739.2232
2020-10-08,1767.0887
2020-10-09,1798.7445
2020-10-12,1829.8653
2020-10-13,1855.6745
2020-10-14,1881.9891
2020-10-15,1902.581
2020-10-16,1919.442
2020-10-19,1944.0522
2020-10-20,1952.1582
2020-10-21,1961.8992
2020-10-22,1971.2389
2020-10-23,1981.5299
2020-10-26,1992.1974
2020-10-27,2001.7403
2020-10-28,2000.7791
2020-10-29,1999.5057
2020-10-30,1995.8094
2020-11-02,1996.6963
2020-11-03,2008.0625
2020-11-04,2012.0015
2020-11-05,2017.5855
2020-11-06,2025.1118
2020-11-09,2032.7867
2020-11-10,2055.846
2020-11-11,2091.0396
2020-11-12,2130.3257
2020-11-13,2168.3434
2020-11-17,2198.5178
2020-11-18,2221.5722
2020-11-19,2245.0428
2020-11-20,2268.3153
2020-11-23,2279.5873
2020-11-24,2286.1969
2020-11-25,2278.1157
2020-11-26,2269.6283
2020-11-27,2262.3795
2020-12-01,2262.2358
2020-12-02,2255.1406
2020-12-03,2244.2699
2020-12-04,2236.486
2020-12-07,2233.4636
2020-12-08,2239.3152
2020-12-09,2247.9909
2020-12-10,2257.8409
2020-12-11,2263.5438
2020-12-14,2267.8
2020-12-15,2272.3534
2020-12-16,2287.069
2020-12-17,2310.9508
2020-12-18,2334.0201
2020-12-21,2344.8115
2020-12-22,2353.8638
2020-12-23,2363.3274
2020-12-24,2379.6334
2020-12-28,2397.1782
2020-12-29,2418.9939
2020-12-30,2435.4486
2020-12-31,2448.7818
2021-01-01,2456.1891
2021-01-04,2466.1383
2021-01-05,2489.8219
2021-01-06,2513.1241
2021-01-07,2538.9779
2021-01-08,2558.7126
2021-01-11,2586.3106
2021-01-12,2608.6416
2021-01-13,2623.8328
2021-01-14,2636.289
2021-01-15,2642.4626
2021-01-18,2641.1794
2021-01-19,2641.551
2021-01-20,2646.7435
2021-01-21,2646.8575
2021-01-22,2640.5055
2021-01-25,2620.6816
2021-01-27,2592.9995
2021-01-28,2568.7708
2021-01-29,2538.3933
2021-02-01,2533.498
2021-02-02,2542.5404
2021-02-03,2547.3911
2021-02-04,2549.2838
2021-02-05,2555.0808
2021-02-08,2569.5734
2021-02-09,2588.9663
2021-02-10,2619.0763
2021-02-11,2652.0649
2021-02-12,2692.9515
2021-02-15,2720.485
2021-02-16,2740.1949
2021-02-17,2750.1589
2021-02-18,2753.8155
2021-02-19,2755.2226
2021-02-22,2746.973
2021-02-23,2734.9429
2021-02-24,2728.5711
2021-02-25,2721.1737
2021-02-26,2696.2711
2021-03-01,2671.1902
2021-03-02,2642.2892
2021-03-03,2627.2665
2021-03-04,2611.2577
2021-03-05,2592.2117
2021-03-08,2578.1055
2021-03-09,2573.2796
2021-03-10,2562.731
2021-03-12,2551.2211
2021-03-15,2550.8346
2021-03-16,2541.267
2021-03-17,2536.2082
2021-03-18,2522.7066
2021-03-19,2517.6478
2021-03-22,2516.7807
2021-03-23,2516.7163
2021-03-24,2505.7366
2021-03-25,2493.1218
2021-03-26,2489.5593
2021-03-30,2496.4415
2021-03-31,2495.2722
2021-04-01,2496.9667
2021-04-05,2489.9755
2021-04-06,2484.0943
2021-04-07,2478.872
2021-04-08,2478.1684
2021-04-09,2482.9101
2021-04-12,2477.777
2021-04-13,2475.8298
2021-04-15,2470.1219
2021-04-16,2477.5144
2021-04-19,2473.828
2021-04-20,2470.7462
2021-04-22,2471.3903
2021-04-23,2472.9263
2021-04-26,2473.6001
2021-04-27,2473.942
2021-04-28,2489.376
2021-04-29,2491.2439
2021-04-30,2478.6738
2021-05-03,2463.3587
2021-05-04,2451.8141
2021-05-05,2448.1823
2021-05-06,2443.3514
2021-05-07,2443.2474
2021-05-10,2445.4225
2021-05-11,2440.007
2021-05-12,2426.3616
2021-05-14,2415.5305
2021-05-17,2422.046
2021-05-18,2430.2659
2021-05-19,2438.4016
2021-05-20,2445.0211
2021-05-21,2453.4591
2021-05-24,2457.8391
2021-05-25,2457.6359
2021-05-26,2468.0359
2021-05-27,2474.8041
2021-05-28,2486.6113
2021-05-31,2495.6264
2021-06-01,2505.6311
2021-06-02,2518.0473
2021-06-03,2534.0405
2021-06-04,2546.6926
2021-06-07,2553.4172
2021-06-08,2558.2463
2021-06-09,2558.2308
2021-06-10,2565.88
2021-06-11,2569.955
2021-06-14,2568.53
2021-06-15,2565.035
2021-06-16,2561.065
2021-06-17,2551.48
2021-06-18,2538.3
2021-06-21,2531.46
2021-06-22,2528.205
2021-06-23,2523.535
2021-06-24,2516.185
2021-06-25,2511.075
2021-06-28,2506.635
2021-06-29,2502.21
2021-06-30,2497.48
2021-07-01,2494.795
2021-07-02,2493.54
2021-07-05,2491.39
2021-07-06,2488.545
2021-07-07,2491.59
2021-07-08,2494.055
2021-07-09,2492.97
2021-07-12,2491.295
2021-07-13,2495.7
2021-07-14,2501.61
2021-07-15,2509.555
2021-07-16,2515.74
2021-07-19,2514.495
2021-07-20,2511.025
2021-07-22,2507.23
2021-07-23,2504.445
2021-07-26,2501.185
2021-07-27,2496.845
2021-07-28,2485.14
2021-07-29,2473.19
2021-07-30,2463.62
2021-08-02,2456.155
2021-08-03,2463.315
2021-08-04,2485.03
2021-08-05,2502.07
2021-08-06,2516.66
2021-08-09,2532.49
2021-08-10,2556.105
2021-08-11,2579.195
2021-08-12,2604.685
2021-08-13,2630.61
2021-08-16,2657.36
2021-08-17,2675.875
2021-08-18,2679.4
2021-08-20,2685.58
2021-08-23,2694.73
2021-08-24,2701.695
2021-08-25,2704.5
2021-08-26,2708.67
2021-08-27,2713.62
2021-08-30,2718.795
2021-08-31,2725.72
2021-09-01,2726.395
2021-09-02,2732.98
2021-09-03,2736.525
2021-09-06,2740.89
2021-09-07,2755.285
2021-09-08,2768.2
2021-09-09,2781.135
2021-09-13,2794.075
2021-09-14,2800.315
2021-09-15,2801.935
2021-09-16,2808.61
2021-09-17,2813.455
2021-09-20,2811.985
2021-09-21,2812.825
2021-09-22,2802.525
2021-09-23,2801.51
2021-09-24,2802.445
2021-09-27,2801.79
2021-09-28,2800.48
2021-09-29,2793.645
2021-09-30,2787.845
2021-10-01,2776.54
2021-10-04,2774.705
2021-10-05,2771.44
2021-10-06,2772.95
2021-10-07,2764.03
2021-10-08,2752.19
2021-10-11,2742.98
2021-10-12,2738.105
2021-10-13,2739.88
2021-10-14,2745.285
2021-10-18,2755.11
2021-10-19,2764.785
2021-10-20,2770.24
2021-10-21,2779.715
2021-10-22,2797.115
2021-10-25,2814.735
2021-10-26,2830.99
2021-10-27,2847.04
2021-10-28,2860.625
2021-10-29,2864.14
