time,SMA
2020-02-17,2132.1844
2020-02-18,2139.7377
2020-02-19,2152.6675
2020-02-20,2161.4619
2020-02-24,2166.9305
2020-02-25,2173.9457
2020-02-26,2182.4929
2020-02-27,2181.756
2020-02-28,2171.638
2020-03-02,2162.16
2020-03-03,2154.1268
2020-03-04,2148.7212
2020-03-05,2141.2115
2020-03-06,2135.2726
2020-03-09,2126.2309
2020-03-11,2118.6146
2020-03-12,2101.0064
2020-03-13,2079.7088
2020-03-16,2057.0537
2020-03-17,2042.6937
2020-03-18,2019.3745
2020-03-19,1986.359
2020-03-20,1970.501
2020-03-23,1940.0502
2020-03-24,1930.9358
2020-03-25,1923.4455
2020-03-26,1938.7509
2020-03-27,1949.1355
2020-03-30,1972.9735
2020-03-31,2001.0099
2020-04-01,2025.4345
2020-04-03,2056.1617
2020-04-07,2094.1803
2020-04-08,2151.0143
2020-04-09,2184.3836
2020-04-13,2210.6311
2020-04-15,2237.058
2020-04-16,2265.7877
2020-04-17,2284.923
2020-04-20,2288.753
2020-04-21,2302.0464
2020-04-22,2324.653
2020-04-23,2312.1692
2020-04-24,2295.1234
2020-04-27,2290.0523
2020-04-28,2284.5352
2020-04-29,2259.553
2020-04-30,2236.195
2020-05-04,2206.8981
2020-05-05,2178.2168
2020-05-06,2148.4981
2020-05-07,2110.2759
2020-05-08,2088.2171
2020-05-11,2065.6203
2020-05-12,2035.6252
2020-05-13,2006.9925
2020-05-14,1985.1034
2020-05-15,1969.2502
2020-05-18,1961.8375
2020-05-19,1955.3071
2020-05-20,1953.5909
2020-05-21,1951.4965
2020-05-22,1941.8052
2020-05-26,1934.7852
2020-05-27,1933.452
2020-05-28,1934.824
2020-05-29,1939.7254
2020-06-01,1946.949
2020-06-02,1956.7858
2020-06-03,1970.8937
2020-06-04,1983.3193
2020-06-05,1994.5959
2020-06-08,2006.464
2020-06-09,2018.9575
2020-06-10,2030.7723
2020-06-11,2040.3521
2020-06-12,2045.1323
2020-06-15,2042.8149
2020-06-16,2039.7655
2020-06-17,2035.7173
2020-06-18,2030.3796
2020-06-19,2032.2538
2020-06-22,2032.6598
2020-06-23,2038.8861
2020-06-24,2041.3869
2020-06-25,2049.2251
2020-06-26,2055.3292
2020-06-29,2066.4455
2020-06-30,2078.0599
2020-07-01,2088.4605
2020-07-02,2098.3156
2020-07-03,2106.1303
2020-07-06,2112.1146
2020-07-07,2111.9487
2020-07-08,2117.2887
2020-07-09,2117.4254
2020-07-10,2124.1906
2020-07-13,2132.2104
2020-07-14,2137.4479
2020-07-15,2147.6935
2020-07-16,2161.0044
2020-07-17,2176.7266
2020-07-20,2193.1664
2020-07-21,2209.2743
2020-07-22,2215.4148
2020-07-23,2219.0756
2020-07-24,2217.7089
2020-07-27,2213.4672
2020-07-28,2214.253
2020-07-29,2210.1041
2020-07-30,2201.9555
2020-07-31,2191.1197
2020-08-03,2179.7581
2020-08-04,2168.838
2020-08-05,2164.506
2020-08-06,2166.0466
2020-08-07,2167.0662
2020-08-10,2166.6005
2020-08-11,2164.4034
2020-08-12,2161.6092
2020-08-13,2161.9033
2020-08-14,2158.0896
2020-08-17,2157.3199
2020-08-18,2158.8837
2020-08-19,2158.8249
2020-08-20,2155.6582
2020-08-21,2154.913
2020-08-24,2153.6728
2020-08-25,2150.6973
2020-08-26,2149.5061
2020-08-27,2147.0257
2020-08-28,2144.8835
2020-08-31,2137.0256
2020-09-01,2132.0696
2020-09-02,2126.947
2020-09-03,2122.2411
2020-09-04,2114.54
2020-09-07,2111.3733
2020-09-08,2107.4223
2020-09-09,2102.4124
2020-09-10,2098.6036
2020-09-11,2099.2997
2020-09-14,2099.8928
2020-09-15,2096.1182
2020-09-16,2096.2261
2020-09-17,2095.1329
2020-09-18,2092.5545
2020-09-21,2080.4759
2020-09-22,2069.4169
2020-09-23,2061.6668
2020-09-24,2054.3873
2020-09-25,2046.397
2020-09-28,2040.6617
2020-09-29,2031.7841
2020-09-30,2024.4948
2020-10-01,2021.284
2020-10-05,2022.534
2020-10-06,2029.9704
2020-10-07,2041.0293
2020-10-08,2051.6275
2020-10-09,2059.3286
2020-10-12,2065.2404
2020-10-13,2072.4121
2020-10-14,2084.5691
2020-10-15,2092.5888
2020-10-16,2098.0496
2020-10-19,2104.6919
2020-10-20,2110.3145
2020-10-21,2112.6233
2020-10-22,2114.4273
2020-10-23,2114.9371
2020-10-26,2117.8734
2020-10-27,2121.6823
2020-10-28,2123.6691
2020-10-29,2122.2119
2020-10-30,2115.8362
2020-11-02,2106.8585
2020-11-03,2097.0921
2020-11-04,2088.6127
2020-11-05,2082.4723
2020-11-06,2078.9243
2020-11-09,2076.8371
2020-11-10,2074.5034
2020-11-11,2071.2126
2020-11-12,2078.2235
2020-11-13,2089.3589
2020-11-17,2099.4781
2020-11-18,2106.5926
2020-11-19,2113.1298
2020-11-20,2114.7579
2020-11-23,2118.2658
2020-11-24,2120.6636
2020-11-25,2120.2393
2020-11-26,2122.4053
2020-11-27,2116.9387
2020-12-01,2111.7188
2020-12-02,2108.053
2020-12-03,2107.6879
2020-12-04,2113.4456
2020-12-07,2126.8802
2020-12-08,2139.7277
2020-12-09,2152.9897
2020-12-10,2174.4269
2020-12-11,2196.1996
2020-12-14,2219.2303
2020-12-15,2237.7862
2020-12-16,2258.0442
2020-12-17,2276.5853
2020-12-18,2290.7501
2020-12-21,2295.605
2020-12-22,2300.4894
2020-12-23,2308.3489
2020-12-24,2313.1396
2020-12-28,2314.6394
2020-12-29,2315.8729
2020-12-30,2324.3195
2020-12-31,2329.1595
2021-01-01,2336.2592
2021-01-04,2345.6136
2021-01-05,2359.9264
2021-01-06,2370.534
2021-01-07,2370.3613
2021-01-08,2369.414
2021-01-11,2373.3166
2021-01-12,2372.616
2021-01-13,2369.3548
2021-01-14,2369.8482
2021-01-15,2366.3452
2021-01-18,2357.1734
2021-01-19,2348.6972
2021-01-20,2342.6138
2021-01-21,2342.377
2021-01-22,2344.1926
2021-01-25,2341.2768
2021-01-27,2342.7322
2021-01-28,2335.899
2021-01-29,2322.563
2021-02-01,2312.4241
2021-02-02,2302.3889
2021-02-03,2289.4131
2021-02-04,2278.7216
2021-02-05,2269.1748
2021-02-08,2252.3063
2021-02-09,2234.3227
2021-02-10,2219.0428
2021-02-11,2214.9774
2021-02-12,2212.8559
2021-02-15,2209.57
2021-02-16,2206.1213
2021-02-17,2199.4163
2021-02-18,2189.6179
2021-02-19,2180.8161
2021-02-22,2173.8545
2021-02-23,2170.0358
2021-02-24,2164.3225
2021-02-25,2154.5734
2021-02-26,2143.7339
2021-03-01,2136.7132
2021-03-02,2134.8482
2021-03-03,2137.7542
2021-03-04,2142.5844
2021-03-05,2144.622
2021-03-08,2145.3325
2021-03-09,2147.3208
2021-03-10,2152.2496
2021-03-12,2156.4137
2021-03-15,2164.2189
2021-03-16,2173.9976
2021-03-17,2179.0498
2021-03-18,2181.1269
2021-03-19,2192.6472
2021-03-22,2207.4929
2021-03-23,2223.5721
2021-03-24,2235.418
2021-03-25,2236.3801
2021-03-26,2247.1554
2021-03-30,2265.6028
2021-03-31,2284.055
2021-04-01,2300.8545
2021-04-05,2316.4748
2021-04-06,2325.7601
2021-04-07,2330.8764
2021-04-08,2338.0057
2021-04-09,2353.5766
2021-04-12,2375.5664
2021-04-13,2389.4599
2021-04-15,2395.2719
2021-04-16,2397.8226
2021-04-19,2400.4671
2021-04-20,2402.411
2021-04-22,2396.7125
2021-04-23,2387.2348
2021-04-26,2382.38
2021-04-27,2373.0502
2021-04-28,2367.7662
2021-04-29,2363.1531
2021-04-30,2352.9747
2021-05-03,2348.1101
2021-05-04,2346.3734
2021-05-05,2346.5461
2021-05-06,2350.4191
2021-05-07,2360.775
2021-05-10,2367.8895
2021-05-11,2370.011
2021-05-12,2362.3193
2021-05-14,2359.137
2021-05-17,2361.3227
2021-05-18,2358.022
2021-05-19,2353.2313
2021-05-20,2348.2186
2021-05-21,2345.4211
2021-05-24,2337.8626
2021-05-25,2329.1397
2021-05-26,2324.2109
2021-05-27,2324.0678
2021-05-28,2318.7394
2021-05-31,2315.3203
2021-06-01,2313.7957
2021-06-02,2313.6527
2021-06-03,2315.4091
2021-06-04,2313.5293
2021-06-07,2313.8303
2021-06-08,2314.8318
2021-06-09,2315.1624
2021-06-10,2320.3823
2021-06-11,2324.6994
2021-06-14,2328.7066
2021-06-15,2333.6405
2021-06-16,2340.3436
2021-06-17,2347.4963
2021-06-18,2362.9932
2021-06-21,2382.2206
2021-06-22,2397.3488
2021-06-23,2411.2758
2021-06-24,2423.8486
2021-06-25,2433.7477
2021-06-28,2443.2046
2021-06-29,2453.3821
2021-06-30,2459.3901
2021-07-01,2465.3386
2021-07-02,2466.1088
2021-07-05,2464.3496
2021-07-06,2462.7097
2021-07-07,2462.7644
2021-07-08,2458.5056
2021-07-09,2458.5503
2021-07-12,2457.0396
2021-07-13,2451.2601
2021-07-14,2445.8931
2021-07-15,2439.5073
2021-07-16,2432.1625
2021-07-19,2423.4212
2021-07-20,2419.5251
2021-07-22,2409.4471
2021-07-23,2400.7207
2021-07-26,2390.6973
2021-07-27,2380.5546
2021-07-28,2373.1998
2021-07-29,2365.0748
2021-07-30,2357.2777
2021-08-02,2349.1029
2021-08-03,2346.7971
2021-08-04,2341.1369
2021-08-05,2339.164
2021-08-06,2340.3418
2021-08-09,2343.8105
2021-08-10,2347.6618
2021-08-11,2350.4994
2021-08-12,2356.4627
2021-08-13,2363.3901
2021-08-16,2372.9166
2021-08-17,2382.0505
2021-08-18,2392.7
2021-08-20,2418.417
2021-08-23,2444.5613
2021-08-24,2469.8509
2021-08-25,2496.025
2021-08-26,2523.526
2021-08-27,2551.7724
2021-08-30,2579.9542
2021-08-31,2609.279
2021-09-01,2634.3101
2021-09-02,2665.6426
2021-09-03,2680.4168
2021-09-06,2694.8679
2021-09-07,2708.5538
2021-09-08,2723.8449
2021-09-09,2737.9681
2021-09-13,2748.5679
2021-09-14,2756.0768
2021-09-15,2761.2748
2021-09-16,2764.8578
2021-09-17,2757.0756
2021-09-20,2760.2611
2021-09-21,2763.4912
2021-09-22,2764.3857
2021-09-23,2762.711
2021-09-24,2756.0519
2021-09-27,2748.712
2021-09-28,2744.8408
2021-09-29,2735.7865
2021-09-30,2729.1671
2021-10-01,2727.3235
2021-10-04,2716.2217
2021-10-05,2705.9548
2021-10-06,2696.0358
2021-10-07,2685.0384
2021-10-08,2674.9553
2021-10-11,2668.4751
2021-10-12,2663.615
2021-10-13,2659.878
2021-10-14,2654.7445
2021-10-18,2649.9391
2021-10-19,2636.0146
2021-10-20,2613.2197
2021-10-21,2589.4508
2021-10-22,2567.9678
2021-10-25,2549.6206
2021-10-26,2530.2866
2021-10-27,2504.1206
2021-10-28,2480.0523
2021-10-29,2456.1853
