ticker,basic average shares,basic eps,cost of revenue,diluted average shares,diluted eps,gross profit,income before tax,income tax expenses,interest expense,net income,net income common stockholders,net income continuous operations,operating expense,operating income or loss,other income expense net,research and development,selling general and administration,total revenue,report date
TCS.NS,-,-,207739994112,-,-,172360007680,107020001280,25500000256,280000000,81260003328,81260003328,81520001024,76989997056,95370002432,-,-,96890003456,380099985408,2019-03-31
TCS.NS,-,-,176780001280,-,-,260269998080,125269999616,32450000896,1380000000,92459999232,92459999232,92819996672,142500003840,117770002432,-,-,43590000640,437050015744,2021-03-31
TCS.NS,3752679936,21.43,219350007808,3752679936,21.43,170419994624,105289998336,24710000640,1930000000,80420003840,80420003840,80580001792,76810002432,93610000384,-,-,32789999616,389769986048,2019-09-30
TCS.NS,3752379904,18.68,224390004736,3752379904,18.68,158830002176,95039995904,24550000640,1420000000,70080004096,70080004096,70489997312,67819999232,91009998848,-,-,35229999104,383219990528,2020-06-30
TCS.NS,3750629888,19.93,229310005248,3750629888,19.93,172039995392,100369997824,25329999872,1740000000,74750001152,74750001152,75039997952,66889998336,105149997056,-,-,30470000640,401350000640,2020-09-30
TCS.NS,3752189952,21.67,213199994880,3752189952,21.67,168520007680,106380001280,24849999872,2569999872,81309999104,81309999104,81530003456,76319997952,92200001536,-,-,31939999744,381720002560,2019-06-30
TCS.NS,-,-,225199996928,-,-,174259994624,105119997952,24189999104,2510000128,80489996288,80489996288,80929996800,74010001408,100250001408,-,-,47879999488,399460007936,2020-03-31
TCS.NS,3753120000,21.63,220819996672,3753120000,21.63,177720000512,105689997312,24259999744,2230000128,81180000256,81180000256,81430003712,77980000256,99740000256,-,-,32679999488,398540013568,2019-12-31
TCS.NS,3752379904,23.19,238270005248,3752379904,23.19,181879996416,116920000512,29649999872,1830000000,87010000896,87010000896,87269998592,69770002432,112110002176,-,-,37010001920,420149985280,2020-12-31
