"Date","Open","High","Low","Close"
"10 Dec 2021","37083.15","37153.25","36824.40","37105.65"
"09 Dec 2021","37331.75","37397.55","36884.45","37082.45"
"08 Dec 2021","37052.75","37384.80","36905.15","37284.70"
"07 Dec 2021","36086.95","36820.70","36013.95","36618.40"
"06 Dec 2021","36252.75","36344.55","35696.75","35735.90"
"03 Dec 2021","36497.30","36844.00","36062.85","36197.15"
"02 Dec 2021","36281.85","36563.50","36166.70","36508.25"
"01 Dec 2021","35902.90","36445.35","35805.00","36364.90"
"30 Nov 2021","35958.80","36774.20","35526.35","35695.30"
"29 Nov 2021","36224.45","36347.85","35327.90","35976.45"
"26 Nov 2021","36830.90","36868.90","35904.10","36025.50"
"25 Nov 2021","37362.05","37507.95","37118.40","37364.75"
"24 Nov 2021","37384.75","37891.90","37238.05","37441.95"
"23 Nov 2021","36787.00","37448.75","36647.55","37272.80"
"22 Nov 2021","38232.15","38241.00","36655.40","37128.80"
"18 Nov 2021","38071.90","38233.95","37748.45","37976.25"
"17 Nov 2021","38113.40","38456.30","37981.20","38041.55"
"16 Nov 2021","38710.90","38724.70","38211.10","38307.10"
"15 Nov 2021","38849.45","39117.15","38606.60","38702.35"
"12 Nov 2021","38707.15","38822.85","38467.80","38733.35"
"11 Nov 2021","38913.05","38929.95","38346.05","38560.20"
"10 Nov 2021","39206.20","39220.30","38873.80","39023.25"
"09 Nov 2021","39517.85","39560.60","39223.40","39368.80"
"08 Nov 2021","39674.05","39674.05","38932.15","39438.25"
"04 Nov 2021","39669.10","39734.70","39514.15","39573.70"
"03 Nov 2021","40040.65","40160.20","39304.85","39402.05"
"02 Nov 2021","39796.90","40107.60","39590.70","39938.45"
"01 Nov 2021","39432.15","39862.60","39120.65","39763.75"
"29 Oct 2021","39424.55","39775.25","38426.65","39115.60"
"28 Oct 2021","40915.15","40931.05","39350.20","39508.95"
"27 Oct 2021","41234.55","41347.00","40750.00","40874.35"
"26 Oct 2021","41057.75","41367.25","40829.15","41238.30"
"25 Oct 2021","40961.25","41829.60","40508.10","41192.40"
