Date,Price,Open,High,Low,Volume,Chg%
"Jul 25, 2019","7,010.55","7,040.40","7,086.45","6,996.30",74.31M,-0.37%
"Jul 24, 2019","7,036.70","7,162.85","7,174.90","7,017.00",69.90M,-1.95%
"Jul 23, 2019","7,176.65","7,234.35","7,235.50","7,157.30",83.64M,-0.60%
"Jul 22, 2019","7,220.25","7,203.75","7,291.85","7,146.80",65.95M,0.38%
"Jul 19, 2019","7,192.75","7,462.60","7,475.20","7,180.05",76.20M,-3.31%
"Jul 18, 2019","7,438.70","7,632.10","7,638.05","7,427.20",65.36M,-2.74%
"Jul 17, 2019","7,648.15","7,719.10","7,738.80","7,638.35",53.57M,-1.02%
"Jul 16, 2019","7,727.10","7,633.30","7,739.15","7,602.60",88.83M,0.69%
"Jul 15, 2019","7,674.25","7,659.65","7,709.70","7,628.70",45.70M,0.27%
"Jul 12, 2019","7,653.65","7,641.80","7,719.00","7,603.75",61.66M,0.04%
"Jul 11, 2019","7,650.95","7,552.05","7,665.90","7,504.45",61.96M,1.86%
"Jul 10, 2019","7,511.15","7,593.15","7,609.70","7,484.35",61.69M,-1.08%
"Jul 09, 2019","7,593.30","7,591.50","7,630.70","7,538.65",49.94M,0.00%
"Jul 08, 2019","7,593.30","7,794.25","7,794.25","7,564.40",54.82M,-3.26%
"Jul 05, 2019","7,849.10","8,091.45","8,097.10","7,810.50",48.80M,-2.82%
"Jul 04, 2019","8,077.20","8,053.65","8,099.05","8,031.40",48.82M,0.47%
"Jul 03, 2019","8,039.50","8,063.25","8,090.00","8,024.65",55.99M,-0.08%
"Jul 02, 2019","8,045.65","8,017.00","8,057.85","7,959.95",49.93M,0.21%
"Jul 01, 2019","8,029.15","7,981.85","8,047.05","7,965.20",64.39M,1.28%
"Jun 28, 2019","7,928.05","7,984.05","8,004.10","7,918.65",47.89M,-0.54%
"Jun 27, 2019","7,971.45","7,903.35","8,021.25","7,901.05",94.69M,1.11%
"Jun 26, 2019","7,883.55","7,863.85","7,922.85","7,847.80",65.87M,0.07%
"Jun 25, 2019","7,878.25","7,811.65","7,890.55","7,793.90",68.57M,0.59%
"Jun 24, 2019","7,832.30","7,855.65","7,868.85","7,761.75",52.42M,-0.46%
"Jun 21, 2019","7,868.25","7,921.80","7,937.50","7,840.35",69.83M,-1.22%
"Jun 20, 2019","7,965.45","7,758.80","7,981.45","7,722.65",83.21M,2.49%
"Jun 19, 2019","7,772.20","7,904.00","7,931.15","7,727.85",66.03M,-1.11%
"Jun 18, 2019","7,859.35","7,901.30","7,953.15","7,815.55",56.37M,-0.47%
"Jun 17, 2019","7,896.10","8,037.80","8,043.80","7,878.95",94.77M,-1.69%
"Jun 14, 2019","8,031.60","8,102.05","8,126.35","8,013.75",40.41M,-1.05%
"Jun 13, 2019","8,116.95","8,133.45","8,150.60","8,060.50",60.03M,-0.37%
"Jun 12, 2019","8,146.95","8,229.90","8,238.75","8,131.20",50.91M,-1.13%
"Jun 11, 2019","8,240.25","8,242.75","8,257.85","8,202.95",54.36M,0.29%
"Jun 10, 2019","8,216.65","8,239.25","8,261.10","8,163.65",60.65M,0.30%
"Jun 07, 2019","8,192.00","8,245.80","8,252.65","8,129.85",52.34M,-0.42%
"Jun 06, 2019","8,226.45","8,329.60","8,350.55","8,174.60",60.81M,-0.89%
"Jun 04, 2019","8,300.20","8,320.40","8,358.00","8,283.45",72.17M,-0.34%
"Jun 03, 2019","8,328.20","8,145.45","8,345.25","8,107.30",92.64M,1.87%
"May 31, 2019","8,175.50","8,270.05","8,314.40","8,151.75",72.48M,-0.73%
"May 30, 2019","8,235.70","8,271.00","8,284.25","8,220.50",75.26M,-0.56%
"May 29, 2019","8,281.90","8,385.05","8,385.25","8,251.55",67.04K,-1.38%
"May 28, 2019","8,398.20","8,478.20","8,515.05","8,382.20",109.33K,-0.76%
"May 27, 2019","8,462.20","8,466.35","8,517.60","8,382.05",91.28K,0.02%
"May 24, 2019","8,460.25","8,269.95","8,475.70","8,217.25",109.15K,2.96%
"May 23, 2019","8,216.90","8,366.65","8,415.15","8,182.40",88.56K,-0.36%
"May 22, 2019","8,246.55","8,230.45","8,271.75","8,154.00",62.81K,0.45%
"May 21, 2019","8,209.45","8,430.30","8,436.40","8,172.65",115.40K,-2.52%
"May 20, 2019","8,422.10","8,282.30","8,438.55","8,221.30",102.11K,4.16%
"May 17, 2019","8,085.75","7,900.20","8,115.80","7,884.15",58.30K,2.46%
"May 16, 2019","7,891.90","7,900.55","7,917.50","7,821.75",69.37K,0.45%
"May 15, 2019","7,856.85","7,983.90","8,021.05","7,840.10",72.33K,-1.24%
"May 14, 2019","7,955.50","7,890.55","7,988.50","7,855.90",65.05K,0.21%
"May 13, 2019","7,938.65","8,081.85","8,098.70","7,911.45",46.58K,-1.91%
"May 10, 2019","8,093.20","8,111.15","8,147.95","8,070.75",65.04K,-0.13%
"May 09, 2019","8,103.50","8,077.75","8,131.10","8,049.80",82.10K,0.09%
"May 08, 2019","8,095.90","8,183.90","8,193.95","8,086.00",64.20K,-1.34%
"May 07, 2019","8,206.25","8,314.15","8,323.70","8,189.80",66.83K,-0.75%
"May 06, 2019","8,268.45","8,303.65","8,319.30","8,260.20",67.77K,-1.35%
"May 03, 2019","8,381.45","8,325.30","8,415.50","8,315.60",85.87K,0.57%
"May 02, 2019","8,333.85","8,273.75","8,369.25","8,213.45",110.67K,-0.20%
"Apr 30, 2019","8,350.60","8,441.60","8,458.10","8,293.95",69.05K,-1.69%
"Apr 26, 2019","8,493.80","8,562.70","8,578.95","8,458.50",64.53K,-1.10%
"Apr 25, 2019","8,587.90","8,657.85","8,670.10","8,573.80",72.13K,-0.67%
"Apr 24, 2019","8,646.05","8,701.45","8,726.50","8,557.10",90.88K,-0.42%
"Apr 23, 2019","8,682.90","8,823.55","8,853.80","8,666.80",57.77K,-1.49%
"Apr 22, 2019","8,813.90","8,937.90","8,944.05","8,802.50",66.92K,-1.77%
"Apr 18, 2019","8,972.65","9,034.95","9,059.35","8,952.55",92.44K,-0.12%
"Apr 16, 2019","8,983.55","8,956.00","9,002.75","8,928.30",97.48K,0.81%
"Apr 15, 2019","8,911.60","8,805.40","8,922.10","8,804.00",114.10K,1.53%
"Apr 12, 2019","8,777.45","8,698.80","8,785.75","8,665.00",68.73K,1.01%
"Apr 11, 2019","8,690.05","8,644.60","8,702.95","8,639.10",103.30K,0.53%
"Apr 10, 2019","8,644.50","8,625.35","8,667.70","8,583.20",123.44K,0.25%
"Apr 09, 2019","8,622.80","8,532.95","8,636.90","8,482.90",87.95K,1.13%
"Apr 08, 2019","8,526.30","8,590.25","8,597.25","8,483.95",54.69K,-0.45%
"Apr 05, 2019","8,564.60","8,566.65","8,604.15","8,526.25",68.71K,0.33%
"Apr 04, 2019","8,536.35","8,520.55","8,546.15","8,484.95",98.00K,0.66%
"Apr 03, 2019","8,480.65","8,523.20","8,572.65","8,462.90",137.90K,-0.28%
"Apr 02, 2019","8,504.30","8,441.15","8,515.90","8,429.05",152.22K,1.07%
"Apr 01, 2019","8,414.35","8,407.50","8,492.35","8,394.70",107.20K,0.95%
"Mar 29, 2019","8,335.35","8,257.30","8,381.05","8,236.35",76.25K,1.23%
"Mar 28, 2019","8,234.25","8,222.40","8,260.75","8,194.60",67.48K,0.23%
"Mar 27, 2019","8,215.35","8,325.65","8,334.60","8,205.30",56.44K,-0.87%
"Mar 26, 2019","8,287.25","8,269.05","8,297.95","8,219.05",47.82K,0.59%
"Mar 25, 2019","8,238.55","8,281.50","8,297.50","8,218.60",43.07K,-1.18%
"Mar 22, 2019","8,336.60","8,432.15","8,508.05","8,319.45",56.31K,-1.28%
"Mar 20, 2019","8,445.10","8,572.90","8,573.10","8,428.65",36.97K,-1.42%
"Mar 19, 2019","8,567.05","8,624.05","8,624.10","8,520.30",42.96K,-0.70%
"Mar 18, 2019","8,627.05","8,764.50","8,766.50","8,589.10",54.78K,-1.38%
"Mar 15, 2019","8,748.05","8,750.35","8,796.50","8,723.45",71.32K,0.26%
"Mar 14, 2019","8,725.50","8,775.90","8,787.35","8,670.80",50.34K,-0.48%
"Mar 13, 2019","8,767.55","8,819.95","8,836.25","8,748.30",56.15K,-0.40%
"Mar 12, 2019","8,802.90","8,834.85","8,872.15","8,775.45",81.98K,0.23%
"Mar 11, 2019","8,782.70","8,610.00","8,793.55","8,607.85",82.52K,2.33%
"Mar 08, 2019","8,582.60","8,609.15","8,632.90","8,565.75",67.60K,-0.61%
"Mar 07, 2019","8,635.70","8,678.80","8,680.20","8,580.70",77.22K,-0.19%
"Mar 06, 2019","8,651.75","8,702.55","8,706.80","8,599.40",87.60K,-0.29%
"Mar 05, 2019","8,676.60","8,417.35","8,698.20","8,376.70",134.16K,3.13%
"Mar 01, 2019","8,413.65","8,408.30","8,440.25","8,362.80",93.51K,0.70%
"Feb 28, 2019","8,355.15","8,486.20","8,486.20","8,343.80",99.55K,-0.77%
"Feb 27, 2019","8,420.05","8,443.30","8,533.15","8,343.65",83.78K,0.25%
"Feb 26, 2019","8,399.10","8,315.95","8,442.00","8,234.55",95.42K,0.33%
"Feb 25, 2019","8,371.45","8,309.90","8,381.40","8,307.55",91.38K,1.12%
"Feb 22, 2019","8,278.95","8,178.20","8,289.25","8,156.50",73.43K,1.50%
"Feb 21, 2019","8,156.75","8,136.65","8,175.55","8,056.45",55.71K,0.43%
"Feb 20, 2019","8,121.50","8,111.70","8,132.45","8,072.90",63.35K,0.60%
"Feb 19, 2019","8,073.40","8,089.30","8,162.20","8,061.85",65.19K,0.07%
"Feb 18, 2019","8,067.70","8,156.90","8,156.90","8,035.55",46.56K,-0.80%
"Feb 15, 2019","8,132.55","8,228.20","8,236.70","8,057.15",99.05K,-1.10%
"Feb 14, 2019","8,223.35","8,178.10","8,268.35","8,166.70",80.70K,0.56%
"Feb 13, 2019","8,177.55","8,300.30","8,310.60","8,161.30",58.64K,-1.21%
"Feb 12, 2019","8,278.10","8,312.50","8,344.85","8,259.20",54.35K,-0.51%
"Feb 11, 2019","8,320.30","8,364.55","8,365.90","8,257.90",81.65K,-1.19%
"Feb 08, 2019","8,420.35","8,639.95","8,643.85","8,399.90",173.16K,-3.62%
"Feb 07, 2019","8,736.70","8,584.60","8,756.25","8,581.00",82.98K,1.98%
"Feb 06, 2019","8,567.40","8,490.20","8,593.55","8,441.50",41.26K,1.17%
"Feb 05, 2019","8,468.30","8,410.60","8,489.70","8,408.25",54.04K,0.87%
"Feb 04, 2019","8,395.55","8,444.75","8,446.00","8,325.75",54.66K,-0.54%
"Feb 01, 2019","8,441.25","8,265.50","8,657.80","8,254.15",114.42K,2.71%
"Jan 31, 2019","8,218.40","8,145.15","8,236.55","8,083.90",82.05K,1.23%
"Jan 30, 2019","8,118.40","8,149.25","8,176.45","8,080.20",46.44K,-0.03%
"Jan 29, 2019","8,120.45","8,127.65","8,178.75","8,059.45",58.35K,-0.28%
"Jan 28, 2019","8,143.00","8,259.55","8,264.60","8,092.85",55.24K,-1.41%
"Jan 25, 2019","8,259.80","8,538.70","8,587.70","8,241.10",59.73K,-3.25%
"Jan 24, 2019","8,537.25","8,623.20","8,632.10","8,510.40",63.94K,-0.87%
"Jan 23, 2019","8,612.25","8,679.85","8,693.70","8,594.20",44.70K,-0.73%
"Jan 22, 2019","8,675.15","8,726.05","8,726.05","8,580.00",66.67K,-0.82%
"Jan 21, 2019","8,746.85","8,859.65","8,867.20","8,725.25",33.80K,-1.11%
"Jan 18, 2019","8,844.80","8,898.95","8,907.65","8,806.05",30.45K,-0.38%
"Jan 17, 2019","8,878.20","8,893.20","8,920.80","8,850.25",34.39K,0.13%
"Jan 16, 2019","8,866.75","8,894.10","8,916.40","8,856.75",36.04K,-0.24%
"Jan 15, 2019","8,888.40","8,877.35","8,902.30","8,845.50",39.98K,0.44%
"Jan 14, 2019","8,849.70","8,859.10","8,863.55","8,752.10",42.62K,-0.14%
"Jan 11, 2019","8,862.35","8,942.05","8,950.30","8,816.90",55.53K,-0.79%
"Jan 10, 2019","8,933.35","8,924.65","8,964.15","8,908.05",65.22K,0.29%
"Jan 09, 2019","8,907.10","8,893.90","8,925.60","8,827.90",63.92K,0.54%
"Jan 08, 2019","8,859.65","8,813.90","8,882.30","8,781.80",69.84K,0.45%
"Jan 07, 2019","8,820.00","8,891.90","8,901.60","8,809.90",74.85K,0.12%
"Jan 04, 2019","8,809.35","8,807.40","8,871.10","8,754.05",65.04K,0.48%
"Jan 03, 2019","8,767.35","8,900.05","8,959.35","8,755.75",57.99K,-1.52%
"Jan 02, 2019","8,902.65","9,121.95","9,121.95","8,885.30",80.07K,-3.05%
"Jan 01, 2019","9,182.45","9,244.00","9,244.00","9,139.45",31.14K,-0.57%
