Date,Price,Open,High,Low,Volume,Chg%
"Oct 23, 2020","8,094.60","7,917.45","8,119.10","7,883.75",201.67M,2.93%
"Oct 22, 2020","7,864.15","7,857.00","7,888.60","7,810.90",137.00M,-0.18%
"Oct 21, 2020","7,878.05","7,955.25","7,991.95","7,784.35",97.16M,-0.24%
"Oct 20, 2020","7,896.70","7,858.30","7,946.50","7,824.75",73.10M,0.33%
"Oct 19, 2020","7,870.35","8,025.25","8,027.00","7,844.60",83.59M,-1.12%
"Oct 16, 2020","7,959.45","7,955.65","8,036.50","7,932.55",136.09M,0.30%
"Oct 15, 2020","7,935.35","8,043.05","8,120.25","7,909.00",162.40M,-1.19%
"Oct 14, 2020","8,031.05","8,043.35","8,065.90","7,968.40",103.44M,-0.27%
"Oct 13, 2020","8,052.85","8,099.30","8,135.20","8,038.25",93.04M,-0.61%
"Oct 12, 2020","8,102.50","8,208.90","8,211.85","8,068.25",104.35M,-0.75%
"Oct 09, 2020","8,163.50","8,191.50","8,260.40","8,132.10",91.73M,-0.25%
"Oct 08, 2020","8,183.70","8,209.80","8,236.55","8,125.65",109.62M,0.17%
"Oct 07, 2020","8,170.05","8,076.85","8,184.15","8,039.90",130.84M,1.39%
"Oct 06, 2020","8,058.10","8,026.10","8,098.55","7,991.35",237.91M,1.26%
"Oct 05, 2020","7,957.95","8,055.75","8,061.65","7,878.30",121.08M,-0.10%
"Oct 01, 2020","7,966.10","7,985.35","8,089.05","7,953.90",108.76M,0.73%
"Sep 30, 2020","7,908.10","7,935.10","7,974.90","7,887.85",106.58M,-0.22%
"Sep 29, 2020","7,925.20","7,950.90","8,024.00","7,861.10",157.97M,0.29%
"Sep 28, 2020","7,902.55","7,750.30","7,918.20","7,734.15",172.02M,3.04%
"Sep 25, 2020","7,669.50","7,505.50","7,686.40","7,477.50",205.11M,3.38%
"Sep 24, 2020","7,418.85","7,598.10","7,614.05","7,398.35",161.03M,-3.54%
"Sep 23, 2020","7,690.90","7,748.25","7,793.00","7,609.55",158.86M,-0.06%
"Sep 22, 2020","7,695.25","7,837.90","7,846.20","7,600.30",213.89M,-1.75%
"Sep 21, 2020","7,832.20","8,170.10","8,176.30","7,791.65",160.78M,-4.04%
"Sep 18, 2020","8,161.70","8,180.25","8,221.30","8,125.45",170.66M,0.41%
"Sep 17, 2020","8,128.65","8,106.10","8,145.60","8,041.85",112.25M,-0.34%
"Sep 16, 2020","8,156.20","8,055.00","8,220.40","8,041.00",210.28M,1.53%
"Sep 15, 2020","8,033.50","8,067.80","8,074.10","7,997.80",157.62M,-0.02%
"Sep 14, 2020","8,035.35","7,998.45","8,094.40","7,955.10",222.42M,0.99%
"Sep 11, 2020","7,956.80","7,953.25","7,995.25","7,930.80",114.79M,0.15%
"Sep 10, 2020","7,945.00","7,962.55","7,980.10","7,873.00",133.41M,0.53%
"Sep 09, 2020","7,903.10","7,836.80","7,926.80","7,780.30",174.45M,0.19%
"Sep 08, 2020","7,888.00","7,975.20","7,995.65","7,867.85",124.58M,-0.88%
"Sep 07, 2020","7,957.85","8,039.30","8,062.35","7,906.65",150.98M,-0.48%
"Sep 04, 2020","7,996.55","7,916.80","8,128.45","7,890.45",196.30M,-0.66%
"Sep 03, 2020","8,049.55","8,012.75","8,097.90","8,008.00",175.36M,0.91%
"Sep 02, 2020","7,976.95","7,895.15","8,004.25","7,799.45",140.70M,1.15%
"Sep 01, 2020","7,885.95","7,872.20","7,972.55","7,824.15",130.82M,0.58%
"Aug 31, 2020","7,840.35","8,161.75","8,177.00","7,814.00",250.90M,-3.35%
"Aug 28, 2020","8,111.85","8,209.10","8,223.60","8,101.05",171.81M,-0.87%
"Aug 27, 2020","8,183.00","8,141.05","8,198.50","8,080.70",260.30M,1.02%
"Aug 26, 2020","8,100.50","8,096.60","8,143.25","8,074.25",275.77M,1.46%
"Aug 25, 2020","7,983.60","7,997.00","8,034.40","7,933.20",163.98M,0.44%
"Aug 24, 2020","7,948.40","7,972.70","8,062.95","7,932.50",115.42M,0.17%
"Aug 21, 2020","7,934.70","7,994.90","7,995.35","7,910.55",136.56M,0.29%
"Aug 20, 2020","7,911.60","7,878.70","7,948.50","7,844.65",175.59M,-0.37%
"Aug 19, 2020","7,941.35","7,987.15","8,029.75","7,927.60",220.16M,-0.01%
"Aug 18, 2020","7,941.85","7,879.50","7,979.30","7,878.30",199.52M,0.97%
"Aug 17, 2020","7,865.55","7,757.60","7,879.55","7,667.75",189.53M,2.45%
"Aug 14, 2020","7,677.65","7,888.65","7,898.90","7,657.95",285.59M,-2.56%
"Aug 13, 2020","7,879.75","7,801.10","7,896.10","7,757.05",422.67M,1.22%
"Aug 12, 2020","7,785.05","7,613.75","7,808.10","7,586.75",202.28M,2.03%
"Aug 11, 2020","7,630.35","7,675.40","7,699.05","7,618.30",154.23M,0.12%
"Aug 10, 2020","7,621.30","7,593.70","7,688.70","7,577.50",173.61M,0.88%
"Aug 07, 2020","7,554.45","7,484.95","7,598.30","7,468.20",155.68M,0.75%
"Aug 06, 2020","7,498.25","7,521.95","7,532.40","7,433.10",120.21M,0.12%
"Aug 05, 2020","7,489.10","7,397.00","7,511.80","7,392.20",179.77M,1.84%
"Aug 04, 2020","7,353.95","7,282.45","7,381.65","7,273.20",183.58M,1.57%
"Aug 03, 2020","7,240.25","7,323.65","7,469.10","7,224.80",277.94M,-0.54%
"Jul 31, 2020","7,279.75","7,311.45","7,328.50","7,225.75",86.16M,-0.11%
"Jul 30, 2020","7,287.85","7,340.80","7,398.90","7,270.55",101.43M,-0.58%
"Jul 29, 2020","7,330.25","7,425.75","7,464.15","7,299.70",103.36M,-1.17%
"Jul 28, 2020","7,416.90","7,193.15","7,438.05","7,185.25",140.72M,3.21%
"Jul 27, 2020","7,186.45","7,233.90","7,238.60","7,121.95",78.61M,-0.45%
"Jul 24, 2020","7,218.65","7,228.40","7,271.00","7,178.85",107.07M,-1.13%
"Jul 23, 2020","7,301.05","7,205.80","7,313.00","7,172.40",77.12M,1.35%
"Jul 22, 2020","7,203.95","7,301.00","7,306.75","7,154.15",119.49M,-1.26%
"Jul 21, 2020","7,295.75","7,209.00","7,317.55","7,198.25",144.34M,1.67%
"Jul 20, 2020","7,175.85","7,161.70","7,183.20","7,105.55",104.73M,0.54%
"Jul 17, 2020","7,137.30","7,039.55","7,154.75","7,016.85",119.34M,1.73%
"Jul 16, 2020","7,015.90","6,940.75","7,027.25","6,853.75",108.11M,1.22%
"Jul 15, 2020","6,931.05","6,960.40","7,003.55","6,910.20",112.66M,0.22%
"Jul 14, 2020","6,916.00","7,047.65","7,050.10","6,883.70",107.72M,-2.38%
"Jul 13, 2020","7,084.45","7,094.15","7,139.85","7,035.90",136.58M,0.62%
"Jul 10, 2020","7,041.10","7,066.00","7,158.20","7,020.30",128.20M,-0.63%
"Jul 09, 2020","7,085.60","7,101.90","7,112.05","7,022.20",106.29M,0.37%
"Jul 08, 2020","7,059.35","7,225.15","7,252.10","7,037.90",144.11M,-1.95%
"Jul 07, 2020","7,199.55","7,172.35","7,217.70","7,099.50",177.72M,0.39%
"Jul 06, 2020","7,171.75","7,029.50","7,193.55","6,993.80",220.49M,2.88%
"Jul 03, 2020","6,971.05","6,921.70","6,992.30","6,903.10",245.20M,0.93%
"Jul 02, 2020","6,907.10","6,761.00","6,923.90","6,751.95",172.66M,2.81%
"Jul 01, 2020","6,718.60","6,743.35","6,785.30","6,702.50",144.59M,-0.01%
"Jun 30, 2020","6,719.15","6,718.40","6,753.50","6,670.90",156.18M,1.10%
"Jun 29, 2020","6,645.85","6,685.85","6,728.65","6,605.50",156.92M,-1.27%
"Jun 26, 2020","6,731.45","6,807.40","6,808.80","6,705.00",165.35M,-0.09%
"Jun 25, 2020","6,737.85","6,681.75","6,791.75","6,645.15",155.96M,-0.07%
"Jun 24, 2020","6,742.80","6,854.25","6,935.75","6,727.40",237.40M,-0.68%
"Jun 23, 2020","6,789.20","6,763.05","6,817.65","6,744.10",163.12M,0.89%
"Jun 22, 2020","6,729.10","6,656.30","6,753.05","6,636.50",154.41M,1.43%
"Jun 19, 2020","6,634.50","6,567.80","6,664.75","6,500.15",257.36M,1.51%
"Jun 18, 2020","6,535.90","6,487.10","6,557.05","6,454.65",112.92M,0.50%
"Jun 17, 2020","6,503.50","6,418.85","6,545.50","6,394.45",210.94M,0.81%
"Jun 16, 2020","6,451.05","6,561.20","6,582.65","6,355.75",297.81M,0.12%
"Jun 15, 2020","6,443.00","6,530.75","6,573.20","6,417.75",168.47M,-1.77%
"Jun 12, 2020","6,559.40","6,075.30","6,578.40","6,074.15",207.41M,2.92%
"Jun 11, 2020","6,373.60","6,491.95","6,549.90","6,345.80",138.12M,-1.98%
"Jun 10, 2020","6,502.65","6,568.80","6,598.50","6,470.50",187.89M,-1.14%
"Jun 09, 2020","6,577.70","6,648.95","6,665.75","6,525.25",215.28M,-0.50%
"Jun 08, 2020","6,610.55","6,707.95","6,743.15","6,588.50",348.48M,-0.27%
"Jun 05, 2020","6,628.75","6,563.80","6,645.15","6,527.00",318.96M,1.80%
"Jun 04, 2020","6,511.35","6,501.65","6,564.95","6,411.25",174.97M,0.20%
"Jun 03, 2020","6,498.65","6,567.95","6,622.10","6,475.30",203.25M,0.42%
"Jun 02, 2020","6,471.30","6,455.80","6,542.65","6,395.50",313.03M,0.81%
"Jun 01, 2020","6,419.50","6,299.05","6,485.85","6,294.05",227.17M,3.23%
"May 29, 2020","6,218.80","6,036.45","6,246.95","6,016.00",330.41M,1.74%
"May 28, 2020","6,112.30","5,922.15","6,131.35","5,876.40",249.41M,3.65%
"May 27, 2020","5,896.95","5,872.45","5,910.75","5,791.25",139.93M,0.73%
"May 26, 2020","5,854.30","5,817.20","5,872.75","5,775.40",112.41M,1.51%
"May 22, 2020","5,767.00","5,707.25","5,789.25","5,639.65",101.21M,0.30%
"May 21, 2020","5,749.90","5,616.95","5,784.30","5,588.35",130.06M,2.61%
"May 20, 2020","5,603.80","5,464.85","5,632.45","5,436.35",116.22M,2.14%
"May 19, 2020","5,486.15","5,538.65","5,575.60","5,456.10",142.20M,1.03%
"May 18, 2020","5,430.05","5,747.50","5,752.15","5,411.95",142.42M,-5.49%
"May 15, 2020","5,745.70","5,823.30","5,827.15","5,680.25",124.23M,-1.01%
"May 14, 2020","5,804.05","5,698.55","5,865.95","5,668.40",109.78M,-0.69%
"May 13, 2020","5,844.60","6,014.20","6,033.95","5,815.50",179.26M,2.38%
"May 12, 2020","5,708.95","5,653.60","5,735.65","5,502.80",164.45M,0.51%
"May 11, 2020","5,679.70","5,517.60","5,789.70","5,514.40",301.86M,4.26%
"May 08, 2020","5,447.75","5,622.70","5,623.75","5,424.80",120.92M,-1.29%
"May 07, 2020","5,519.00","5,549.95","5,616.40","5,505.45",101.01M,-0.60%
"May 06, 2020","5,552.40","5,471.60","5,593.30","5,351.20",142.22M,1.84%
"May 05, 2020","5,451.90","5,582.15","5,602.10","5,442.75",161.36M,-0.44%
"May 04, 2020","5,476.20","5,647.85","5,652.80","5,436.05",177.07M,-7.21%
"Apr 30, 2020","5,901.40","5,667.35","5,926.50","5,660.55",337.08M,6.45%
"Apr 29, 2020","5,543.75","5,492.00","5,568.00","5,461.05",200.00M,1.77%
"Apr 28, 2020","5,447.10","5,476.85","5,524.05","5,399.30",99.04M,0.26%
"Apr 27, 2020","5,433.20","5,458.65","5,528.80","5,405.70",106.15M,1.04%
"Apr 24, 2020","5,377.25","5,405.90","5,462.50","5,362.85",88.18M,-1.60%
"Apr 23, 2020","5,464.75","5,439.10","5,518.70","5,390.95",109.24M,0.70%
"Apr 22, 2020","5,426.85","5,267.80","5,468.25","5,243.60",144.75M,2.51%
"Apr 21, 2020","5,294.05","5,447.90","5,447.90","5,268.15",146.93M,-5.31%
"Apr 20, 2020","5,591.00","5,724.90","5,728.45","5,565.95",228.79M,-1.37%
"Apr 17, 2020","5,668.90","5,586.40","5,702.65","5,507.75",196.61M,5.09%
"Apr 16, 2020","5,394.15","5,271.25","5,420.40","5,235.65",168.47M,1.15%
"Apr 15, 2020","5,333.00","5,495.55","5,592.80","5,314.25",221.47M,-1.82%
"Apr 13, 2020","5,432.10","5,554.40","5,554.40","5,308.85",153.56M,-2.45%
"Apr 09, 2020","5,568.45","5,160.85","5,607.35","5,146.40",226.18M,10.41%
"Apr 08, 2020","5,043.60","4,833.00","5,257.00","4,830.40",219.64M,1.86%
"Apr 07, 2020","4,951.55","4,665.10","4,970.85","4,656.50",140.08M,9.60%
"Apr 03, 2020","4,517.75","4,652.75","4,659.80","4,511.10",104.16M,-3.00%
"Apr 01, 2020","4,657.55","4,708.95","4,803.55","4,612.70",108.11M,-1.56%
"Mar 31, 2020","4,731.30","4,787.80","4,794.30","4,630.20",111.58M,1.33%
"Mar 30, 2020","4,669.15","4,834.15","4,848.00","4,625.50",95.60M,-5.46%
"Mar 27, 2020","4,938.70","5,245.60","5,284.75","4,866.05",175.52M,-2.42%
"Mar 26, 2020","5,061.30","4,981.90","5,163.70","4,847.15",208.81M,2.54%
"Mar 25, 2020","4,936.15","4,600.05","5,001.90","4,577.15",147.44M,5.17%
"Mar 24, 2020","4,693.35","4,726.40","4,850.85","4,452.20",146.71M,1.44%
"Mar 23, 2020","4,626.50","4,908.15","5,013.85","4,593.05",120.64M,-13.85%
"Mar 20, 2020","5,370.15","5,230.20","5,423.20","5,154.10",229.83M,3.66%
"Mar 19, 2020","5,180.50","5,217.95","5,429.50","5,042.90",202.74M,-6.09%
"Mar 18, 2020","5,516.50","5,873.10","5,896.85","5,491.00",125.62M,-4.95%
"Mar 17, 2020","5,803.85","5,858.30","6,020.70","5,767.50",126.03M,-0.68%
"Mar 16, 2020","5,843.70","5,970.15","6,041.35","5,826.10",140.25M,-5.47%
"Mar 13, 2020","6,182.00","5,641.55","6,292.85","5,265.80",203.34M,2.46%
"Mar 12, 2020","6,033.40","6,299.90","6,299.90","5,953.20",282.21M,-8.15%
"Mar 11, 2020","6,568.45","6,614.15","6,714.75","6,539.75",172.32M,-0.96%
"Mar 09, 2020","6,632.15","6,703.45","6,758.70","6,498.80",133.70M,-3.81%
"Mar 06, 2020","6,895.00","6,712.20","6,918.85","6,661.95",130.90M,-0.84%
"Mar 05, 2020","6,953.75","6,966.30","7,013.65","6,892.75",163.39M,0.21%
"Mar 04, 2020","6,938.85","6,990.85","7,019.55","6,775.80",174.40M,-0.68%
"Mar 03, 2020","6,986.65","6,889.45","7,022.25","6,846.70",144.60M,1.89%
"Mar 02, 2020","6,856.90","6,993.20","7,047.60","6,813.20",205.72M,-0.68%
"Feb 28, 2020","6,903.95","7,008.10","7,017.60","6,883.35",185.87M,-3.83%
"Feb 27, 2020","7,178.85","7,200.15","7,202.05","7,090.45",120.79M,-0.40%
"Feb 26, 2020","7,207.95","7,306.30","7,328.20","7,178.50",116.46M,-2.15%
"Feb 25, 2020","7,366.00","7,452.75","7,485.15","7,339.90",128.00M,-0.85%
"Feb 24, 2020","7,429.10","7,644.05","7,644.05","7,414.00",89.11M,-3.49%
"Feb 20, 2020","7,697.90","7,687.50","7,756.35","7,667.85",104.26M,0.14%
"Feb 19, 2020","7,687.35","7,754.35","7,769.40","7,606.25",115.98M,-0.06%
"Feb 18, 2020","7,692.30","7,758.00","7,758.00","7,620.50",94.59M,-1.01%
"Feb 17, 2020","7,770.50","7,833.15","7,833.60","7,742.45",67.99M,-0.66%
"Feb 14, 2020","7,822.20","7,933.60","7,977.15","7,807.30",95.72M,-1.17%
"Feb 13, 2020","7,914.90","7,930.25","7,933.40","7,873.75",87.75M,-0.24%
"Feb 12, 2020","7,933.80","7,932.30","7,961.10","7,905.75",71.10M,0.52%
"Feb 11, 2020","7,892.40","7,923.00","7,969.30","7,881.35",84.78M,0.41%
"Feb 10, 2020","7,860.55","8,065.40","8,067.35","7,820.30",120.64M,-2.53%
"Feb 07, 2020","8,064.60","8,172.35","8,173.60","8,042.20",96.99M,-0.95%
"Feb 06, 2020","8,142.15","8,158.80","8,189.20","8,092.55",116.98M,0.13%
"Feb 05, 2020","8,131.70","8,138.30","8,212.20","8,064.70",172.18M,0.38%
"Feb 04, 2020","8,100.80","8,026.60","8,142.10","7,997.85",104.69M,1.41%
"Feb 03, 2020","7,988.35","7,826.00","8,016.80","7,816.35",127.27M,1.37%
"Feb 01, 2020","7,880.30","8,068.15","8,199.75","7,836.50",0,-2.55%
"Jan 31, 2020","8,086.55","8,211.60","8,238.75","8,072.95",129.68M,-1.16%
"Jan 30, 2020","8,181.45","8,239.65","8,267.55","8,148.20",118.12M,-0.47%
"Jan 29, 2020","8,220.40","8,200.70","8,264.60","8,179.25",90.79M,0.79%
"Jan 28, 2020","8,156.05","8,290.10","8,340.45","8,125.90",80.95M,-1.24%
"Jan 27, 2020","8,258.15","8,243.35","8,347.90","8,189.00",63.52M,-0.20%
"Jan 24, 2020","8,274.85","8,246.45","8,324.40","8,234.95",58.08M,0.40%
"Jan 23, 2020","8,241.75","8,176.75","8,251.85","8,145.80",65.66M,0.89%
"Jan 22, 2020","8,169.15","8,278.55","8,294.05","8,147.15",69.70M,-0.93%
"Jan 21, 2020","8,245.90","8,321.25","8,325.80","8,229.30",65.12M,-1.28%
"Jan 20, 2020","8,352.70","8,436.90","8,459.45","8,343.40",71.12M,-0.89%
"Jan 17, 2020","8,427.60","8,401.95","8,463.25","8,369.70",53.73M,0.38%
"Jan 16, 2020","8,395.90","8,385.30","8,414.35","8,373.65",71.95M,0.13%
"Jan 15, 2020","8,385.35","8,287.60","8,395.70","8,246.40",88.11M,1.16%
"Jan 14, 2020","8,289.30","8,234.20","8,297.70","8,216.55",71.29M,0.65%
"Jan 13, 2020","8,235.85","8,244.25","8,262.30","8,192.05",72.40M,0.13%
"Jan 10, 2020","8,225.50","8,177.55","8,246.70","8,147.65",106.68M,0.86%
"Jan 09, 2020","8,155.25","8,035.45","8,165.90","8,022.35",91.05M,2.68%
"Jan 08, 2020","7,942.75","7,921.65","8,002.90","7,900.80",52.02M,-0.75%
"Jan 07, 2020","8,002.50","8,029.90","8,097.70","7,961.20",74.97M,0.30%
"Jan 06, 2020","7,978.75","8,132.65","8,134.50","7,967.20",67.45M,-2.32%
"Jan 03, 2020","8,168.15","8,261.50","8,261.65","8,136.80",82.86M,-1.20%
"Jan 02, 2020","8,267.45","8,226.60","8,275.05","8,206.85",103.20M,0.70%
"Jan 01, 2020","8,210.10","8,262.50","8,276.80","8,200.25",48.21M,-0.46%
"Dec 31, 2019","8,248.30","8,326.45","8,327.60","8,236.85",93.79M,-0.93%
"Dec 30, 2019","8,325.40","8,232.05","8,337.90","8,218.80",85.41M,1.46%
"Dec 27, 2019","8,205.90","8,155.40","8,226.25","8,145.40",45.34M,0.94%
"Dec 26, 2019","8,129.65","8,166.35","8,176.30","8,120.45",50.30M,-0.28%
"Dec 24, 2019","8,152.60","8,206.10","8,228.45","8,142.60",49.69M,-0.34%
"Dec 23, 2019","8,180.50","8,137.85","8,212.45","8,120.75",66.63M,0.58%
"Dec 20, 2019","8,133.55","8,169.90","8,219.60","8,121.20",101.53M,-0.39%
"Dec 19, 2019","8,165.50","8,082.20","8,183.55","8,058.40",110.81M,1.03%
"Dec 18, 2019","8,082.35","8,061.00","8,111.95","8,039.25",118.19M,0.53%
"Dec 17, 2019","8,039.90","8,028.10","8,068.10","8,013.85",74.15M,0.61%
"Dec 16, 2019","7,990.80","8,087.75","8,109.05","7,981.95",61.32M,-0.98%
"Dec 13, 2019","8,069.70","7,989.55","8,090.75","7,986.65",167.32M,1.61%
"Dec 12, 2019","7,941.70","7,878.40","7,967.25","7,866.05",110.32M,1.32%
"Dec 11, 2019","7,838.40","7,823.30","7,846.65","7,773.60",53.31M,0.47%
"Dec 10, 2019","7,801.35","7,888.70","7,902.80","7,778.50",58.00M,-0.79%
"Dec 09, 2019","7,863.30","7,853.75","7,950.55","7,826.30",72.45M,0.73%
"Dec 06, 2019","7,806.60","7,964.20","7,971.80","7,781.05",72.52M,-1.70%
"Dec 05, 2019","7,941.80","8,015.30","8,045.50","7,928.15",64.30M,-0.68%
"Dec 04, 2019","7,996.55","7,946.65","8,043.90","7,916.95",117.42M,0.41%
"Dec 03, 2019","7,964.25","8,021.65","8,055.25","7,931.75",56.74M,-0.61%
"Dec 02, 2019","8,012.75","8,070.70","8,087.35","7,995.15",69.60M,-0.91%
"Nov 29, 2019","8,086.00","8,172.80","8,182.45","8,066.95",75.81M,-1.15%
"Nov 28, 2019","8,179.75","8,213.95","8,223.15","8,150.20",54.11M,-0.28%
"Nov 27, 2019","8,202.85","8,160.60","8,247.65","8,157.10",101.27M,1.27%
"Nov 26, 2019","8,099.90","8,197.35","8,227.00","8,085.50",89.97M,-0.92%
"Nov 25, 2019","8,174.75","8,045.00","8,189.60","8,024.10",67.52M,1.74%
"Nov 22, 2019","8,034.95","8,015.50","8,047.15","7,973.35",69.02M,0.38%
"Nov 21, 2019","8,004.65","8,082.40","8,121.05","7,998.75",73.38M,-0.98%
"Nov 20, 2019","8,083.80","8,088.05","8,132.60","8,039.80",74.21M,0.25%
"Nov 19, 2019","8,063.95","8,150.90","8,152.80","8,052.05",64.03M,-0.68%
"Nov 18, 2019","8,119.00","8,179.15","8,188.85","8,105.75",72.74M,-0.43%
"Nov 15, 2019","8,153.90","8,259.75","8,297.15","8,130.20",108.39M,-0.45%
"Nov 14, 2019","8,190.90","8,155.95","8,205.05","8,125.00",77.24M,0.50%
"Nov 13, 2019","8,150.20","8,146.55","8,211.65","8,135.10",120.82M,-0.11%
"Nov 11, 2019","8,159.00","8,134.10","8,209.30","8,115.95",144.79M,-0.13%
"Nov 08, 2019","8,169.65","8,220.20","8,337.30","8,157.40",109.47M,-0.85%
"Nov 07, 2019","8,239.90","8,273.75","8,276.25","8,164.90",87.03M,-0.23%
"Nov 06, 2019","8,258.85","8,273.30","8,304.10","8,195.60",96.00M,0.03%
"Nov 05, 2019","8,256.15","8,288.75","8,381.20","8,227.85",93.32M,-0.29%
"Nov 04, 2019","8,280.35","8,377.10","8,417.80","8,266.65",88.95M,-1.34%
"Nov 01, 2019","8,392.90","8,461.65","8,499.10","8,367.30",107.15M,-0.67%
"Oct 31, 2019","8,449.50","8,457.45","8,499.70","8,427.75",156.09M,0.24%
"Oct 30, 2019","8,428.90","8,501.15","8,501.15","8,360.75",158.10M,-0.25%
"Oct 29, 2019","8,449.75","8,133.25","8,479.05","8,128.50",313.90M,5.80%
"Oct 25, 2019","7,986.35","8,032.45","8,034.35","7,927.75",92.22M,-0.33%
"Oct 24, 2019","8,012.40","8,060.35","8,103.10","7,965.55",98.04M,-0.30%
"Oct 23, 2019","8,036.60","7,915.60","8,071.15","7,879.40",106.34M,1.26%
"Oct 22, 2019","7,936.65","7,961.15","8,027.80","7,920.00",113.06M,-0.35%
"Oct 18, 2019","7,964.75","7,900.15","8,007.15","7,848.95",155.93M,0.64%
"Oct 17, 2019","7,914.00","7,676.55","7,954.20","7,655.50",163.28M,3.13%
"Oct 16, 2019","7,673.80","7,709.80","7,720.40","7,642.80",95.37M,-0.19%
"Oct 15, 2019","7,688.25","7,522.00","7,701.95","7,510.10",116.29M,2.23%
"Oct 14, 2019","7,520.35","7,401.50","7,559.60","7,397.80",125.94M,1.67%
"Oct 11, 2019","7,397.05","7,386.65","7,457.85","7,322.30",90.83M,0.51%
"Oct 10, 2019","7,359.65","7,440.80","7,445.80","7,332.95",93.95M,-1.36%
"Oct 09, 2019","7,460.75","7,363.90","7,473.30","7,331.65",121.04M,1.43%
"Oct 07, 2019","7,355.45","7,385.85","7,397.00","7,296.50",90.94M,-0.67%
"Oct 04, 2019","7,404.90","7,530.75","7,578.60","7,381.75",115.54M,-1.19%
"Oct 03, 2019","7,493.75","7,458.40","7,521.95","7,431.75",132.36M,0.40%
"Oct 01, 2019","7,464.10","7,513.05","7,593.70","7,353.80",112.26M,-0.39%
"Sep 30, 2019","7,493.15","7,568.25","7,572.10","7,395.50",103.33M,-0.81%
"Sep 27, 2019","7,554.25","7,628.55","7,648.85","7,528.30",99.04M,-1.38%
"Sep 26, 2019","7,659.75","7,501.45","7,680.10","7,491.05",128.50M,2.53%
"Sep 25, 2019","7,470.45","7,747.70","7,747.70","7,437.65",138.45M,-3.90%
"Sep 24, 2019","7,773.25","7,854.10","7,921.40","7,700.65",145.49M,-0.38%
"Sep 23, 2019","7,802.65","7,714.00","7,939.25","7,654.40",203.28M,2.59%
"Sep 20, 2019","7,605.85","6,955.55","7,778.15","6,936.20",289.00M,9.90%
"Sep 19, 2019","6,920.60","7,033.70","7,051.75","6,886.85",101.06M,-1.30%
"Sep 18, 2019","7,012.10","7,068.15","7,111.55","6,924.20",125.89M,-0.12%
"Sep 17, 2019","7,020.75","7,308.65","7,324.70","7,004.35",116.96M,-3.83%
"Sep 16, 2019","7,300.65","7,286.75","7,384.65","7,263.40",84.68M,-0.81%
"Sep 13, 2019","7,360.60","7,307.75","7,372.75","7,249.75",146.43M,1.05%
"Sep 12, 2019","7,284.00","7,420.55","7,459.15","7,270.65",134.61M,-1.88%
"Sep 11, 2019","7,423.60","7,193.15","7,443.90","7,177.90",206.45M,3.60%
"Sep 09, 2019","7,165.35","7,023.90","7,178.60","6,992.85",108.46M,0.89%
"Sep 06, 2019","7,102.45","6,947.95","7,119.15","6,920.35",129.44M,2.61%
"Sep 05, 2019","6,921.75","6,788.40","6,935.00","6,786.10",136.31M,2.06%
"Sep 04, 2019","6,782.05","6,902.95","6,932.65","6,744.75",150.00M,-1.68%
"Sep 03, 2019","6,897.75","6,921.75","6,962.75","6,884.75",107.58M,-1.59%
"Aug 30, 2019","7,009.30","7,004.50","7,029.15","6,901.65",88.18M,0.56%
"Aug 29, 2019","6,970.15","7,000.60","7,043.90","6,944.10",92.55M,-0.69%
"Aug 28, 2019","7,018.55","7,148.20","7,186.10","6,985.30",134.92M,-1.88%
"Aug 27, 2019","7,152.95","7,069.70","7,185.00","7,055.90",172.53M,1.85%
"Aug 26, 2019","7,022.75","7,202.70","7,202.70","6,871.05",164.87M,0.49%
"Aug 23, 2019","6,988.35","6,864.00","7,003.80","6,801.00",113.12M,1.54%
"Aug 22, 2019","6,882.10","6,990.05","6,991.55","6,864.95",129.32M,-1.71%
"Aug 21, 2019","7,001.85","7,053.05","7,094.25","6,967.60",142.15M,-0.55%
"Aug 20, 2019","7,040.50","6,979.40","7,067.85","6,940.60",77.49M,1.17%
"Aug 19, 2019","6,959.15","7,019.15","7,042.95","6,938.50",69.31M,-0.56%
"Aug 16, 2019","6,998.45","6,883.70","7,013.75","6,772.10",97.62M,1.15%
"Aug 14, 2019","6,919.05","6,876.95","6,985.85","6,811.00",95.07M,0.92%
"Aug 13, 2019","6,855.75","7,137.25","7,137.25","6,840.30",104.86M,-3.95%
"Aug 09, 2019","7,137.40","7,032.65","7,175.10","7,005.75",143.38M,1.99%
"Aug 08, 2019","6,998.45","6,792.40","7,019.25","6,784.80",106.69M,3.03%
"Aug 07, 2019","6,792.60","6,951.15","6,964.15","6,768.90",101.67M,-2.16%
"Aug 06, 2019","6,942.45","6,802.05","6,956.50","6,801.90",102.71M,1.43%
"Aug 05, 2019","6,844.60","6,859.85","6,900.85","6,751.00",109.35M,-1.29%
"Aug 02, 2019","6,933.75","6,791.75","6,971.05","6,732.65",234.92M,1.13%
"Aug 01, 2019","6,856.10","6,806.70","6,883.35","6,764.20",120.49M,0.06%
"Jul 31, 2019","6,851.65","6,762.15","6,883.40","6,727.55",87.47M,1.30%
"Jul 30, 2019","6,763.75","6,907.95","6,954.20","6,747.40",91.32M,-2.06%
"Jul 29, 2019","6,905.70","7,123.55","7,127.15","6,896.25",87.38M,-3.57%
"Jul 26, 2019","7,161.50","6,979.85","7,227.65","6,968.05",133.74M,2.15%
