"Date","Open","High","Low","Close"
"02 Aug 2021","16577.95","16603.45","16484.55","16539.55"
"30 Jul 2021","16525.85","16561.15","16428.95","16468.65"
"29 Jul 2021","16517.15","16563.85","16451.25","16513.60"
"28 Jul 2021","16525.55","16532.35","16233.45","16444.75"
"27 Jul 2021","16615.60","16685.35","16497.65","16529.15"
"26 Jul 2021","16574.50","16632.10","16462.55","16574.85"
"23 Jul 2021","16520.00","16643.85","16382.85","16611.05"
"22 Jul 2021","16408.85","16572.00","16396.45","16499.20"
"20 Jul 2021","16434.55","16465.45","16264.70","16293.10"
"19 Jul 2021","16594.30","16680.05","16501.15","16555.75"
"16 Jul 2021","16968.45","16974.05","16857.40","16884.10"
"15 Jul 2021","16866.95","16976.65","16803.80","16926.30"
"14 Jul 2021","16821.55","16889.95","16739.60","16823.05"
"13 Jul 2021","16729.55","16868.80","16671.90","16852.15"
"12 Jul 2021","16669.85","16704.25","16544.15","16606.15"
"09 Jul 2021","16618.00","16650.20","16511.40","16590.00"
"08 Jul 2021","16815.45","16870.80","16614.55","16669.10"
"07 Jul 2021","16779.30","16886.80","16731.75","16874.45"
"06 Jul 2021","16588.90","16872.90","16586.45","16771.90"
"05 Jul 2021","16534.60","16619.20","16496.25","16610.85"
"02 Jul 2021","16411.45","16458.30","16347.45","16438.30"
"01 Jul 2021","16496.50","16500.50","16361.25","16376.85"
"30 Jun 2021","16540.95","16637.90","16427.00","16444.10"
"29 Jun 2021","16660.40","16665.10","16506.15","16545.70"
"28 Jun 2021","16773.60","16806.70","16635.25","16667.40"
"25 Jun 2021","16579.85","16757.55","16558.95","16722.35"
"24 Jun 2021","16483.20","16565.10","16440.80","16520.30"
"23 Jun 2021","16588.95","16592.85","16412.25","16430.45"
"22 Jun 2021","16643.40","16709.45","16478.30","16509.30"
"21 Jun 2021","16212.15","16560.95","16168.80","16534.65"
"18 Jun 2021","16484.10","16497.45","16139.95","16419.25"
"17 Jun 2021","16369.40","16503.40","16351.20","16409.55"
"16 Jun 2021","16652.00","16712.75","16547.40","16576.65"
"15 Jun 2021","16642.35","16700.50","16587.30","16676.80"
"14 Jun 2021","16593.10","16605.45","16344.50","16581.70"
"11 Jun 2021","16749.00","16763.25","16601.75","16639.40"
"10 Jun 2021","16510.50","16685.15","16437.45","16667.25"
"09 Jun 2021","16598.55","16694.45","16402.10","16467.35"
"08 Jun 2021","16707.15","16718.50","16543.95","16576.00"
"07 Jun 2021","16779.60","16790.50","16653.90","16702.85"
"04 Jun 2021","16794.40","16866.30","16677.10","16744.20"
"03 Jun 2021","16692.65","16792.25","16645.60","16780.65"
"02 Jun 2021","16604.95","16640.35","16486.65","16621.35"
"01 Jun 2021","16723.90","16794.75","16585.45","16646.00"
"31 May 2021","16476.10","16690.55","16383.70","16663.65"
"28 May 2021","16531.60","16603.05","16433.15","16495.30"
"27 May 2021","16420.75","16492.65","16290.95","16438.90"
"26 May 2021","16381.10","16458.70","16274.70","16413.30"
"25 May 2021","16523.50","16535.40","16243.55","16327.90"
"21 May 2021","15950.80","16373.10","15948.25","16339.85"
"20 May 2021","16002.85","16047.95","15809.80","15832.40"
"19 May 2021","16067.85","16168.90","15954.60","15981.45"
"18 May 2021","16079.40","16208.85","16034.55","16140.15"
"17 May 2021","15533.05","15928.65","15467.60","15905.20"
"14 May 2021","15517.95","15554.50","15347.65","15412.35"
"12 May 2021","15631.85","15633.15","15457.35","15507.35"
"11 May 2021","15678.80","15821.80","15631.80","15699.90"
"10 May 2021","15900.90","15974.15","15855.00","15904.75"
"07 May 2021","15786.65","15847.80","15662.95","15771.05"
"06 May 2021","15622.15","15681.95","15526.35","15654.70"
"05 May 2021","15531.90","15607.50","15313.30","15556.90"
"04 May 2021","15588.15","15721.90","15377.80","15401.60"
"03 May 2021","15338.70","15575.75","15238.75","15529.20"
"30 Apr 2021","15790.80","15872.95","15526.60","15560.10"
"29 Apr 2021","16133.35","16297.55","15903.70","16047.05"
"28 Apr 2021","15630.65","16062.45","15610.45","16039.75"
"27 Apr 2021","15423.70","15615.90","15389.75","15589.25"
"26 Apr 2021","15436.05","15577.35","15377.00","15436.90"
"23 Apr 2021","15095.65","15381.70","15049.80","15238.25"
"22 Apr 2021","14778.25","15264.65","14690.15","15239.50"
"20 Apr 2021","15204.60","15255.40","14830.25","14922.10"
"19 Apr 2021","14900.40","15043.75","14675.45","15006.55"
"16 Apr 2021","15404.35","15479.75","15326.00","15362.25"
"15 Apr 2021","15300.45","15411.95","15050.25","15387.40"
"13 Apr 2021","14753.45","15234.10","14693.00","15209.15"
"12 Apr 2021","15054.65","15068.00","14600.65","14711.00"
"09 Apr 2021","15490.00","15591.70","15369.60","15412.50"
"08 Apr 2021","15650.80","15736.30","15473.90","15525.15"
"07 Apr 2021","15421.20","15662.50","15283.70","15577.55"
"06 Apr 2021","15512.50","15548.90","15281.35","15394.85"
"05 Apr 2021","15847.65","15866.70","15231.60","15392.10"
"01 Apr 2021","15845.25","15942.15","15638.05","15909.25"
"31 Mar 2021","15991.60","15994.60","15662.80","15715.60"
"30 Mar 2021","15866.40","16067.90","15850.55","16037.85"
"26 Mar 2021","15728.55","15801.05","15614.70","15717.20"
"25 Mar 2021","15677.90","15708.30","15287.65","15474.75"
"26 Feb 2021","-","-","-","16085.25"
"25 Feb 2021","-","-","-","16919.30"
"24 Feb 2021","-","-","-","16951.45"
"23 Feb 2021","-","-","-","16394.80"
"22 Feb 2021","-","-","-","16479.20"
"19 Feb 2021","-","-","-","16747.10"
"18 Feb 2021","-","-","-","17000.60"
"17 Feb 2021","-","-","-","17255.60"
"16 Feb 2021","-","-","-","17448.30"
"15 Feb 2021","-","-","-","17504.90"
"12 Feb 2021","-","-","-","17016.30"
"11 Feb 2021","-","-","-","16861.85"
"10 Feb 2021","-","-","-","16869.35"
"09 Feb 2021","-","-","-","16904.90"
"08 Feb 2021","-","-","-","16862.00"
"05 Feb 2021","-","-","-","16724.00"
"04 Feb 2021","-","-","-","16606.90"
"03 Feb 2021","-","-","-","16403.65"
"01 Feb 2021","-","-","-","15702.00"
"29 Jan 2021","-","-","-","14593.30"
"28 Jan 2021","-","-","-","14602.85"
"27 Jan 2021","-","-","-","14723.90"
"25 Jan 2021","-","-","-","15143.65"
"22 Jan 2021","-","-","-","15141.80"
"21 Jan 2021","-","-","-","15546.70"
"20 Jan 2021","-","-","-","15663.00"
"19 Jan 2021","-","-","-","15614.10"
"18 Jan 2021","-","-","-","15246.15"
"15 Jan 2021","-","-","-","15453.45"
"14 Jan 2021","-","-","-","15608.95"
"13 Jan 2021","-","-","-","15624.05"
"12 Jan 2021","-","-","-","15711.95"
"11 Jan 2021","-","-","-","15605.10"
"08 Jan 2021","-","-","-","15511.15"
"07 Jan 2021","-","-","-","15424.55"
"06 Jan 2021","-","-","-","15393.95"
"05 Jan 2021","-","-","-","15380.55"
"04 Jan 2021","-","-","-","15193.05"
"01 Jan 2021","-","-","-","15184.50"
"15 Oct 2020","11705.35","11771.35","11309.05","11341.00"
"24 Jul 2020","11272.65","11272.65","11089.35","11184.00"
"23 Jul 2020","11286.05","11414.60","11241.05","11380.00"
"22 Jul 2020","11432.60","11454.10","11195.90","11290.00"
"17 Jul 2020","10720.10","10963.20","10713.75","10915.00"
"13 Jul 2020","11185.55","11202.35","10874.45","10919.00"
"10 Jul 2020","11210.95","11276.60","11064.10","11091.00"
"07 Jul 2020","11070.65","11211.65","10981.60","11193.00"
"03 Jul 2020","10980.15","10992.35","10838.75","10870.00"
"01 Jul 2020","10558.35","10877.30","10540.30","10843.00"
"30 Jun 2020","10597.10","10666.35","10499.00","10561.00"
"26 Jun 2020","10686.90","10699.35","10497.85","10588.00"
"25 Jun 2020","10456.90","10698.40","10356.70","10585.00"
"24 Jun 2020","10949.20","10971.20","10525.85","10556.00"
"18 Jun 2020","9977.00","10402.05","9949.05","10372.00"
"12 Jun 2020","9586.20","10157.15","9585.50","10111.00"
"10 Jun 2020","10190.55","10343.85","10138.45","10280.00"
"09 Jun 2020","10404.75","10528.45","10126.40","10163.00"
"08 Jun 2020","10580.95","10636.65","10255.10","10360.00"
"05 Jun 2020","10171.25","10402.40","10094.20","10334.00"
"03 Jun 2020","10378.40","10614.65","10337.50","10384.00"
"02 Jun 2020","9934.85","10215.80","9859.95","10187.00"
"29 May 2020","9357.05","9552.90","9250.15","9527.00"
"28 May 2020","9274.25","9521.70","9246.35","9426.60"
"26 May 2020","8750.10","8869.80","8634.10","8673.60"
"22 May 2020","8846.25","9001.10","8574.50","8651.70"
"18 May 2020","9275.40","9275.65","8654.00","8675.40"
"15 May 2020","9386.35","9391.30","9195.30","9291.60"
"14 May 2020","9499.85","9581.65","9337.20","9355.60"
"13 May 2020","9867.85","9909.50","9604.90","9679.60"
"12 May 2020","9271.60","9417.25","9052.75","9365.80"
"11 May 2020","9684.00","9729.45","9362.65","9386.00"
"08 May 2020","9751.85","9775.80","9535.90","9559.30"
"07 May 2020","9668.70","9737.85","9557.80","9575.70"
"06 May 2020","9524.40","9806.95","9385.85","9727.00"
"05 May 2020","9856.00","9912.35","9460.00","9483.10"
"04 May 2020","10120.65","10128.20","9627.10","9679.90"
"30 Apr 2020","10504.10","10695.45","10476.00","10570.00"
"29 Apr 2020","9919.40","10392.85","9900.50","10292.00"
"28 Apr 2020","9766.45","9978.40","9696.10","9951.20"
"27 Apr 2020","9569.10","9749.50","9557.80","9627.60"
"24 Apr 2020","9522.60","9619.45","9413.95","9431.80"
"23 Apr 2020","9647.95","9851.50","9526.70","9808.90"
"22 Apr 2020","9429.80","9607.05","9300.30","9569.20"
"21 Apr 2020","9612.45","9643.30","9410.35","9468.80"
"20 Apr 2020","10112.50","10142.00","9898.30","9930.60"
"17 Apr 2020","9821.60","9972.20","9577.25","9905.50"
"16 Apr 2020","9191.15","9466.15","9097.00","9392.60"
"15 Apr 2020","9780.00","9780.10","9136.65","9239.30"
"13 Apr 2020","9814.30","9842.35","9454.70","9500.60"
"09 Apr 2020","9485.00","9836.35","9424.70","9803.00"
"08 Apr 2020","9152.60","9814.30","9084.40","9243.40"
"07 Apr 2020","9072.45","9328.95","8802.00","9278.30"
"03 Apr 2020","8986.60","8989.50","8521.15","8562.10"
"01 Apr 2020","9293.90","9319.95","8889.25","8942.50"
"31 Mar 2020","9327.75","9439.95","9106.20","9317.30"
"30 Mar 2020","9408.00","9528.55","8993.60","9030.60"
"27 Mar 2020","10159.00","10428.60","9594.60","9754.30"
"26 Mar 2020","9366.95","10073.85","9174.25","9698.50"
"25 Mar 2020","8285.25","9247.85","8256.45","9203.30"
"24 Mar 2020","8623.00","8746.70","7984.20","8418.70"
"23 Mar 2020","8898.40","9210.20","8239.15","8298.50"
"20 Mar 2020","9539.95","10113.30","9175.80","9871.90"
"19 Mar 2020","9234.70","10081.60","8866.65","9598.30"
"18 Mar 2020","10709.45","10753.40","9711.40","9800.30"
"17 Mar 2020","11215.75","11248.00","10541.70","10613.00"
"16 Mar 2020","11589.65","11600.75","11069.60","11123.00"
"13 Mar 2020","10830.25","12332.00","10305.05","12101.00"
"12 Mar 2020","12037.50","12054.45","11293.70","11454.00"
"11 Mar 2020","12391.40","12692.70","12383.45","12560.00"
"09 Mar 2020","12765.75","12780.85","12272.10","12522.00"
"06 Mar 2020","13027.90","13174.60","12851.00","13082.00"
"05 Mar 2020","13499.00","13607.70","13394.30","13472.00"
"04 Mar 2020","13685.00","13695.70","13245.45","13439.00"
"03 Mar 2020","13595.55","13722.15","13478.05","13636.00"
"02 Mar 2020","13824.50","13875.85","13374.25","13520.00"
"28 Feb 2020","13778.35","13784.65","13520.35","13566.00"
"27 Feb 2020","14113.25","14113.25","13953.50","14086.00"
"26 Feb 2020","14156.75","14251.95","14072.45","14132.00"
"25 Feb 2020","14282.10","14312.85","14202.80","14236.00"
"24 Feb 2020","14398.30","14405.85","14215.00","14236.00"
"20 Feb 2020","14511.05","14569.95","14438.45","14510.00"
"19 Feb 2020","14456.65","14536.70","14374.10","14520.00"
"18 Feb 2020","14356.30","14367.35","14214.05","14315.00"
"17 Feb 2020","14491.00","14527.50","14350.20","14370.00"
"14 Feb 2020","14596.15","14672.80","14434.00","14477.00"
"13 Feb 2020","14698.10","14713.70","14539.40","14578.00"
"12 Feb 2020","14668.80","14747.70","14632.55","14685.00"
"11 Feb 2020","14564.10","14676.30","14562.50","14589.00"
"10 Feb 2020","14514.75","14520.85","14414.25","14496.00"
"07 Feb 2020","14551.70","14558.50","14466.40","14502.00"
"06 Feb 2020","14427.30","14596.65","14373.25","14545.00"
"05 Feb 2020","14245.40","14420.75","14178.30","14407.00"
"04 Feb 2020","13908.00","14241.60","13902.85","14218.00"
"03 Feb 2020","13719.65","13877.30","13647.60","13822.00"
"01 Feb 2020","14272.30","14378.65","13724.75","13758.00"
"31 Jan 2020","14389.20","14413.55","14270.25","14316.00"
"30 Jan 2020","14382.95","14388.35","14247.95","14289.00"
"29 Jan 2020","14340.85","14409.80","14308.00","14346.00"
"28 Jan 2020","14278.65","14394.35","14227.85","14273.00"
"27 Jan 2020","14355.15","14400.10","14213.05","14234.00"
"24 Jan 2020","14293.40","14450.70","14229.45","14420.00"
"23 Jan 2020","14196.85","14314.70","14145.80","14288.00"
"22 Jan 2020","14358.70","14396.20","14152.85","14178.00"
"21 Jan 2020","14308.25","14385.70","14248.30","14305.00"
"20 Jan 2020","14686.70","14686.70","14346.75","14359.00"
"17 Jan 2020","14582.50","14636.80","14541.30","14561.00"
"16 Jan 2020","14625.05","14697.90","14586.75","14655.00"
"15 Jan 2020","14637.55","14655.70","14528.30","14636.00"
"14 Jan 2020","14644.35","14685.80","14568.65","14667.00"
"13 Jan 2020","14630.90","14701.60","14604.00","14635.00"
"10 Jan 2020","14642.80","14693.70","14544.95","14609.00"
"09 Jan 2020","14461.15","14604.40","14427.25","14590.00"
"08 Jan 2020","14134.85","14321.40","14117.15","14306.00"
"07 Jan 2020","14346.55","14467.50","14226.00","14314.00"
"06 Jan 2020","14472.80","14493.15","14161.85","14202.00"
"03 Jan 2020","14644.60","14656.75","14510.85","14560.00"
"02 Jan 2020","14578.15","14707.60","14572.90","14697.00"
"01 Jan 2020","14590.10","14621.65","14543.40","14574.00"
"31 Dec 2019","14643.35","14643.35","14535.60","14557.00"
"30 Dec 2019","14719.00","14737.45","14599.25","14650.00"
"27 Dec 2019","14578.40","14696.40","14543.95","14679.00"
"26 Dec 2019","14609.45","14619.60","14506.45","14523.00"
"24 Dec 2019","14643.40","14661.80","14584.25","14603.00"
"23 Dec 2019","14635.25","14680.60","14570.90","14648.00"
"20 Dec 2019","14586.35","14634.80","14550.60","14625.00"
"19 Dec 2019","14626.85","14633.60","14552.10","14571.00"
"18 Dec 2019","14602.95","14634.40","14521.00","14618.00"
"17 Dec 2019","14441","14572.2","14410.45","14554.00"
"16 Dec 2019","14455.10","14466.60","14386.25","14417.00"
"13 Dec 2019","14344.50","14460.65","14334.30","14410.00"
"12 Dec 2019","14204.45","14302.85","14184.55","14292.00"
"11 Dec 2019","14088.05","14193.45","14053.05","14166.00"
"10 Dec 2019","14128.7","14150.55","14056.6","14071.00"
"09 Dec 2019","14047","14133.7","13985.8","14092.00"
"05 Dec 2019","14265.5","14305.35","14156.9","14194.00"
"04 Dec 2019","14108.2","14265.5","14068.1","14246.00"
"03 Dec 2019","14181.2","14184.15","14070.2","14140.00"
"02 Dec 2019","14236.35","14237.90","14102.25","14163.00"
"29 Nov 2019","14276.10","14284.70","14133.70","14208.00"
"28 Nov 2019","14303.25","14330.10","14239.55","14287.00"
"27 Nov 2019","14248.20","14295.45","14202.80","14266.00"
"26 Nov 2019","14212.90","14252.90","14108.00","14207.00"
"25 Nov 2019","13946.55","14169.40","13940.70","14155.00"
"22 Nov 2019","14024.90","14026.35","13919.80","13952.00"
"21 Nov 2019","13995.45","14052.95","13928.55","14019.00"
"20 Nov 2019","14030.85","14058.35","13965.35","13982.00"
"19 Nov 2019","14007.15","14052.95","13956.65","14008.00"
"18 Nov 2019","14025.35","14075.65","13955.45","14002.00"
"15 Nov 2019","13995.45","14094.55","13969.25","14021.00"
"14 Nov 2019","13852.05","13965.65","13751.25","13947.00"
"13 Nov 2019","13955.45","13996.20","13785.30","13806.00"
"11 Nov 2019","13838.75","13998.60","13822.50","13969.00"
"08 Nov 2019","13880.40","14008.80","13825.60","13868.00"
"07 Nov 2019","13908.60","13936.40","13828.00","13894.00"
"06 Nov 2019","13684.25","13860.70","13571.35","13828.00"
"05 Nov 2019","13730.30","13748.35","13613.65","13669.00"
"04 Nov 2019","13649.45","13705.90","13570.05","13671.00"
"01 Nov 2019","13562.75","13628.6","13512.3","13585.00"
"31 Oct 2019","13617.05","13650.50","13489.00","13516.00"
"30 Oct 2019","13581.50","13619.40","13500.55","13539.00"
"23 Sep 2019","13278.05","13657","13180.85","13560.00"
"20 Sep 2019","12061.15","12998.95","11989.7","12859.00"
"31 Jul 2019","12629.15","12746.45","12583.95","12707.00"
"02 Jan 2019","11660.40","11697.85","11535.95","11586.00"
