"Date","Open","High","Low","Close"
"23 Aug 2021","33582.15","34153.40","33567.35","33919.80"
"20 Aug 2021","32954.20","33652.40","32949.90","33351.35"
"18 Aug 2021","33482.85","33840.45","33268.6","33448.90"
"17 Aug 2021","32614","33487.1","32449.65","33414.75"
"16 Aug 2021","32671.75","32905.35","32438.25","32577.95"
"13 Aug 2021","32308.85","32821.90","32264.15","32678.80"
"12 Aug 2021","31667.35","32289.85","31667.35","32245.10"
"11 Aug 2021","31767.90","31799.75","31522.40","31670.00"
"10 Aug 2021","31489.95","31812.75","31431.15","31713.35"
"09 Aug 2021","31523.50","31685.40","31324.75","31441.00"
"06 Aug 2021","31251.20","31460.30","31057.60","31303.30"
"05 Aug 2021","31025.15","31560.20","30980.90","31211.20"
"04 Aug 2021","31296.80","31338.80","30895.45","30977.10"
"03 Aug 2021","30974.75","31196.45","30872.35","31165.85"
"02 Aug 2021","30681.95","30832.30","30547.00","30803.00"
"30 Jul 2021","30546.85","30818.55","30438.35","30480.05"
"29 Jul 2021","30037.20","30406.00","30037.10","30371.40"
"28 Jul 2021","29934.05","29993.55","29510.35","29954.15"
"27 Jul 2021","29967.90","30048.35","29698.95","29892.55"
"26 Jul 2021","29886.20","30139.20","29859.60","29940.40"
"23 Jul 2021","29895.60","30059.70","29848.05","29894.30"
"22 Jul 2021","29335.70","29808.45","29335.70","29779.95"
"20 Jul 2021","29282.80","29410.50","28992.00","29252.50"
"19 Jul 2021","29248.30","29592.35","29167.35","29264.00"
"16 Jul 2021","29734.75","29734.75","29287.25","29400.25"
"15 Jul 2021","29303.35","29835.90","29284.80","29718.05"
"14 Jul 2021","28581.25","29376.90","28534.85","29339.85"
"13 Jul 2021","28674.70","28681.20","28381.90","28439.75"
"12 Jul 2021","28837.05","28854.55","28421.55","28532.35"
"09 Jul 2021","28669.20","28898.85","28549.25","28662.20"
"08 Jul 2021","28821.75","28934.45","28541.95","28748.95"
"07 Jul 2021","28708.60","28790.30","28381.30","28734.65"
"06 Jul 2021","28924.00","28986.10","28607.60","28649.40"
"05 Jul 2021","29117.45","29185.60","28907.75","28950.60"
"02 Jul 2021","28983.50","29028.35","28704.00","29007.95"
"01 Jul 2021","29193.05","29193.05","28953.05","29003.10"
"30 Jun 2021","29057.15","29311.55","29036.95","29168.00"
"29 Jun 2021","29049.65","29183.85","28934.15","28986.25"
"28 Jun 2021","29259.60","29259.60","28977.75","29068.55"
"25 Jun 2021","29176.75","29284.00","28874.60","29210.55"
"24 Jun 2021","28395.45","29098.95","28357.30","29048.00"
"23 Jun 2021","28719.65","28719.65","28229.35","28258.50"
"22 Jun 2021","28514.15","28656.40","28396.50","28523.55"
"21 Jun 2021","28224.10","28393.05","28083.75","28367.00"
"18 Jun 2021","28829.50","28934.05","28227.55","28445.60"
"17 Jun 2021","28355.15","28714.60","28343.05","28611.35"
"16 Jun 2021","28384.15","28600.20","28241.25","28448.85"
"15 Jun 2021","28384.70","28544.60","28325.90","28377.85"
"14 Jun 2021","28371.90","28467.35","28134.65","28314.10"
"11 Jun 2021","27866.25","28347.50","27820.50","28217.50"
"10 Jun 2021","27676.50","27822.10","27649.95","27798.00"
"09 Jun 2021","27691.30","27793.80","27436.35","27539.00"
"08 Jun 2021","27400.80","27732.35","27376.95","27623.80"
"07 Jun 2021","27078.40","27330.40","26997.80","27295.65"
"04 Jun 2021","27031.60","27167.50","26914.60","26996.75"
"03 Jun 2021","27088.45","27159.95","26855.20","26987.90"
"02 Jun 2021","27051.40","27118.70","26737.15","26939.65"
"01 Jun 2021","27216.75","27254.15","26953.50","27144.40"
"31 May 2021","27144.10","27203.90","26886.80","27115.05"
"28 May 2021","27238.10","27278.70","27041.90","27122.80"
"27 May 2021","26921.80","27350.25","26916.85","27164.80"
"26 May 2021","26450.70","26905.75","26380.50","26857.30"
"25 May 2021","26275.45","26550.55","26241.15","26393.90"
"24 May 2021","26150.6","26298.55","26095.4","26144.20"
"21 May 2021","26012.85","26154.00","25936.60","26105.30"
"20 May 2021","26075.40","26118.25","25821.55","25894.45"
"19 May 2021","25949.55","26262.70","25869.65","25982.80"
"18 May 2021","25898.90","26094.10","25840.55","25958.25"
"17 May 2021","25650.45","25770.50","25499.45","25703.55"
"14 May 2021","25896.20","25901.20","25461.95","25588.20"
"12 May 2021","26105.20","26105.20","25728.45","25855.45"
"11 May 2021","26098.90","26146.50","25968.10","26106.70"
"10 May 2021","26340.60","26390.80","26106.35","26273.45"
"07 May 2021","26378.80","26454.10","26180.25","26269.45"
"06 May 2021","25868.25","26387.65","25639.60","26258.70"
"05 May 2021","25670.55","25857.65","25564.60","25786.95"
"04 May 2021","25783.20","25801.25","25398.95","25489.00"
"03 May 2021","25544.85","25785.60","25427.90","25676.05"
"30 Apr 2021","25777.75","26154.30","25593.90","25664.45"
"29 Apr 2021","26162.20","26162.20","25827.15","25874.30"
"28 Apr 2021","25952.65","25992.50","25781.15","25962.10"
"27 Apr 2021","25737.20","25871.45","25686.95","25815.75"
"26 Apr 2021","25633.10","25887.10","25521.20","25680.30"
"23 Apr 2021","25746.45","25926.05","25531.95","25609.10"
"22 Apr 2021","25902.60","26055.00","25718.60","25826.70"
"20 Apr 2021","26495.60","26496.50","25736.45","25877.60"
"19 Apr 2021","26012.40","26524.65","25875.90","26236.90"
"16 Apr 2021","26183.45","26476.65","26131.20","26324.90"
"15 Apr 2021","25577.00","26084.15","25293.30","26010.85"
"13 Apr 2021","26737.70","26759.20","25513.40","25851.30"
"12 Apr 2021","27504.40","27524.60","26545.65","26727.80"
"09 Apr 2021","27322.05","27520.10","27109.95","27367.05"
"08 Apr 2021","26899.50","27413.55","26845.85","27148.40"
"07 Apr 2021","26514.95","26899.20","26401.70","26831.00"
"06 Apr 2021","26715.20","26715.20","26403.45","26532.20"
"05 Apr 2021","26035.50","26630.80","25978.95","26491.35"
"01 Apr 2021","26039.85","26289.10","25855.35","25980.40"
"31 Mar 2021","26130.60","26130.60","25788.00","25855.00"
"30 Mar 2021","25531.10","26306.65","25429.20","26121.10"
"26 Mar 2021","25475.30","25687.05","25276.60","25385.10"
"25 Mar 2021","25739.80","25766.00","25131.40","25237.10"
"26 Feb 2021","-","-","-","24301.45"
"25 Feb 2021","-","-","-","24872.45"
"24 Feb 2021","-","-","-","24779.40"
"23 Feb 2021","-","-","-","24807.80"
"22 Feb 2021","-","-","-","24766.45"
"19 Feb 2021","-","-","-","25503.20"
"18 Feb 2021","-","-","-","25618.55"
"17 Feb 2021","-","-","-","25282.95"
"16 Feb 2021","-","-","-","25613.95"
"15 Feb 2021","-","-","-","26001.10"
"12 Feb 2021","-","-","-","26093.80"
"11 Feb 2021","-","-","-","26043.45"
"10 Feb 2021","-","-","-","25885.30"
"09 Feb 2021","-","-","-","25779.15"
"08 Feb 2021","-","-","-","25915.00"
"05 Feb 2021","-","-","-","25331.60"
"04 Feb 2021","-","-","-","25570.05"
"03 Feb 2021","-","-","-","25680.90"
"02 Feb 2021","-","-","-","25447.80"
"01 Feb 2021","-","-","-","24922.00"
"29 Jan 2021","-","-","-","24645.75"
"28 Jan 2021","-","-","-","25301.25"
"27 Jan 2021","-","-","-","25865.30"
"25 Jan 2021","-","-","-","26023.30"
"22 Jan 2021","-","-","-","26489.75"
"21 Jan 2021","-","-","-","26450.15"
"20 Jan 2021","-","-","-","26619.70"
"19 Jan 2021","-","-","-","26043.50"
"18 Jan 2021","-","-","-","25916.25"
"15 Jan 2021","-","-","-","26362.80"
"14 Jan 2021","-","-","-","26965.55"
"13 Jan 2021","-","-","-","27004.30"
"12 Jan 2021","-","-","-","26982.10"
"11 Jan 2021","-","-","-","27027.70"
"08 Jan 2021","-","-","-","26162.40"
"07 Jan 2021","-","-","-","25251.20"
"06 Jan 2021","-","-","-","25419.15"
"05 Jan 2021","-","-","-","25769.15"
"04 Jan 2021","-","-","-","25110.05"
"01 Jan 2021","-","-","-","24456.10"
"15 Oct 2020","22473.65","22570.5","21364.15","21567.00"
"18 Aug 2020","18318.6","18375.15","18209.55","18270.00"
"24 Jul 2020","16944.55","17322.70","16944.55","17286.00"
"23 Jul 2020","17071.80","17082.55","16949.15","17045.00"
"22 Jul 2020","17317.30","17321.70","16978.40","17076.00"
"17 Jul 2020","16936.95","16975.20","16693.35","16821.00"
"13 Jul 2020","15643.10","15885.55","15624.80","15819.00"
"10 Jul 2020","15471.70","15656.05","15417.50","15565.00"
"07 Jul 2020","15528.05","15806.85","15440.10","15784.00"
"03 Jul 2020","15164.25","15336.85","15148.50","15285.00"
"01 Jul 2020","14767.35","14842.85","14704.50","14732.00"
"30 Jun 2020","14812.70","14854.40","14692.45","14754.00"
"26 Jun 2020","14496.70","15086.00","14476.45","14994.00"
"25 Jun 2020","14486.40","14590.50","14383.60","14411.00"
"24 Jun 2020","14675.70","14761.20","14547.20","14581.00"
"18 Jun 2020","14478.65","14623.95","14443.00","14551.00"
"12 Jun 2020","14125.80","14442.65","14123.55","14402.00"
"10 Jun 2020","14774.80","14882.60","14690.90","14842.00"
"09 Jun 2020","14869.40","14983.20","14712.30","14737.00"
"08 Jun 2020","14824.75","14990.25","14713.45","14894.00"
"05 Jun 2020","14715.90","14732.85","14599.75","14627.00"
"03 Jun 2020","14507.25","14549.00","14317.20","14361.00"
"02 Jun 2020","14358.00","14492.30","14269.70","14422.00"
"29 May 2020","13893.40","14080.55","13762.95","14010.00"
"28 May 2020","13964.90","14068.30","13759.15","14028.00"
"26 May 2020","13860.85","13930.85","13522.95","13574.00"
"22 May 2020","13622.25","13902.80","13571.65","13842.00"
"18 May 2020","13278.25","13408.80","13109.95","13314.00"
"15 May 2020","13375.45","13375.80","13108.40","13196.00"
"14 May 2020","13396.05","13483.70","13246.80","13293.00"
"13 May 2020","13960.35","13960.35","13612.80","13776.00"
"12 May 2020","13537.15","13733.50","13480.75","13687.00"
"11 May 2020","13521.60","13763.80","13489.25","13593.00"
"08 May 2020","13509.45","13530.85","13324.00","13403.00"
"07 May 2020","13408.00","13489.55","13268.40","13292.00"
"06 May 2020","13437.30","13580.05","13262.25","13394.00"
"05 May 2020","13637.80","13667.85","13351.45","13388.00"
"04 May 2020","13646.10","13700.25","13424.35","13454.00"
"30 Apr 2020","13841.60","14212.10","13750.25","14108.00"
"29 Apr 2020","13250.60","13470.80","13144.80","13424.00"
"28 Apr 2020","13301.95","13317.20","13067.75","13133.00"
"27 Apr 2020","12957.35","13248.95","12928.05","13121.00"
"24 Apr 2020","13001.90","13101.40","12792.90","12816.00"
"23 Apr 2020","12639.80","13199.75","12596.60","13128.00"
"22 Apr 2020","12393.90","12619.45","12322.95","12571.00"
"21 Apr 2020","12513.65","12632.50","12375.80","12408.00"
"20 Apr 2020","12812.60","12937.95","12742.55","12847.00"
"17 Apr 2020","12878.35","12992.05","12596.65","12649.00"
"16 Apr 2020","12430.30","12605.40","12205.90","12463.00"
"15 Apr 2020","12792.45","12951.40","12661.00","12702.00"
"13 Apr 2020","12698.85","12795.70","12527.15","12603.00"
"09 Apr 2020","12810.80","12867.35","12648.80","12728.00"
"08 Apr 2020","12468.60","12897.50","12437.75","12491.00"
"07 Apr 2020","12147.00","12647.40","12132.30","12588.00"
"03 Apr 2020","12129.85","12146.95","11621.20","11680.00"
"01 Apr 2020","12680.50","12690.60","11989.60","12045.00"
"31 Mar 2020","12681.75","12930.80","12466.60","12763.00"
"30 Mar 2020","12152.95","12774.60","12152.95","12318.00"
"27 Mar 2020","12778.15","12949.60","12403.85","12569.00"
"26 Mar 2020","12496.95","12751.55","12306.35","12535.00"
"25 Mar 2020","11856.90","12514.25","11657.25","12233.00"
"24 Mar 2020","11159.75","12053.80","11159.30","11865.00"
"23 Mar 2020","11328.25","11602.45","11108.65","11179.00"
"20 Mar 2020","11382.40","12710.55","11363.50","12363.00"
"19 Mar 2020","11183.95","11698.30","10991.25","11340.00"
"18 Mar 2020","12287.80","12451.10","11643.90","11753.00"
"17 Mar 2020","12517.50","12677.20","11999.55","12099.00"
"16 Mar 2020","12963.70","13078.65","12355.15","12451.00"
"13 Mar 2020","12561.95","13835.35","11624.85","13539.00"
"12 Mar 2020","14177.40","14231.95","13317.65","13384.00"
"11 Mar 2020","14524.15","14823.80","14356.10","14681.00"
"09 Mar 2020","15333.55","15371.00","14705.40","14854.00"
"06 Mar 2020","15607.35","15699.95","15443.00","15663.00"
"05 Mar 2020","15912.05","16150.60","15841.10","15871.00"
"04 Mar 2020","15824.90","15919.95","15612.75","15864.00"
"03 Mar 2020","15615.05","15793.10","15495.70","15723.00"
"02 Mar 2020","15355.05","15722.00","15298.00","15427.00"
"28 Feb 2020","15726.15","15788.45","15156.80","15212.00"
"27 Feb 2020","16244.95","16258.65","16053.70","16123.00"
"26 Feb 2020","16497.15","16539.25","16297.25","16332.00"
"25 Feb 2020","16490.40","16642.40","16443.25","16562.00"
"24 Feb 2020","16642.75","16749.25","16416.85","16461.00"
"20 Feb 2020","16826.30","16843.65","16623.90","16649.00"
"19 Feb 2020","16796.40","16882.45","16754.25","16772.00"
"18 Feb 2020","16586.90","16773.20","16526.40","16748.00"
"17 Feb 2020","16707.65","16737.65","16596.20","16647.00"
"14 Feb 2020","16682.30","16828.20","16624.25","16642.00"
"13 Feb 2020","16578.75","16696.85","16513.75","16673.00"
"12 Feb 2020","16462.25","16599.05","16419.45","16538.00"
"11 Feb 2020","16482.40","16512.10","16409.15","16452.00"
"10 Feb 2020","16481.50","16522.40","16306.25","16431.00"
"07 Feb 2020","16453.00","16493.25","16382.40","16470.00"
"06 Feb 2020","16480.75","16621.35","16330.65","16371.00"
"05 Feb 2020","16354.45","16463.60","16283.25","16448.00"
"04 Feb 2020","16174.80","16377.45","16155.80","16350.00"
"03 Feb 2020","16282.00","16418.90","16034.30","16059.00"
"01 Feb 2020","16138.60","16319.75","15968.50","16282.00"
"31 Jan 2020","16333.15","16365.80","16098.45","16144.00"
"30 Jan 2020","16509.00","16514.10","16287.75","16327.00"
"29 Jan 2020","16513.20","16577.95","16452.00","16479.00"
"28 Jan 2020","16442.85","16448.05","16320.60","16429.00"
"27 Jan 2020","16456.20","16483.90","16385.65","16393.00"
"24 Jan 2020","16410.50","16498.75","16356.95","16472.00"
"23 Jan 2020","16380.60","16501.20","16367.75","16474.00"
"22 Jan 2020","16245.95","16404.60","16211.80","16334.00"
"21 Jan 2020","16190.80","16221.50","16133.60","16175.00"
"20 Jan 2020","16389.60","16465.05","16162.50","16207.00"
"17 Jan 2020","16396.50","16447.35","16310.75","16356.00"
"16 Jan 2020","16372.15","16423.85","16277.25","16381.00"
"15 Jan 2020","16354.20","16366.75","16217.10","16346.00"
"14 Jan 2020","16238.15","16385.95","16226.90","16362.00"
"13 Jan 2020","16135.50","16275.20","16075.75","16225.00"
"10 Jan 2020","16040.65","16059.35","15930.65","15959.00"
"09 Jan 2020","15970.65","16017.25","15857.25","15925.00"
"08 Jan 2020","15840.90","15974.85","15816.80","15953.00"
"07 Jan 2020","15893.35","15988.70","15799.80","15895.00"
"06 Jan 2020","15934.60","16067.65","15831.85","15879.00"
"03 Jan 2020","15727.60","16004.45","15722.65","15936.00"
"02 Jan 2020","15754.90","15762.10","15679.65","15709.00"
"01 Jan 2020","15705.90","15746.25","15676.70","15722.00"
"31 Dec 2019","15754.05","15775.25","15634.50","15652.00"
"30 Dec 2019","15801.50","15868.95","15715.10","15775.00"
"27 Dec 2019","15740.40","15824.15","15657.50","15780.00"
"26 Dec 2019","15784.45","15806.85","15690.95","15706.00"
"24 Dec 2019","15877.40","15880.15","15739.45","15778.00"
"23 Dec 2019","15811.40","15936.00","15809.05","15865.00"
"20 Dec 2019","15811.95","15890.95","15781.25","15844.00"
"19 Dec 2019","15741.20","15835.50","15654.70","15812.00"
"18 Dec 2019","15680.50","15835.80","15649.15","15710.00"
"17 Dec 2019","15417.55","15670.35","15387.2","15637.00"
"16 Dec 2019","15263.75","15446.25","15223.10","15348.00"
"13 Dec 2019","14987.90","15221.45","14965.15","15200.00"
"12 Dec 2019","15151.10","15184.15","14890.60","14972.00"
"11 Dec 2019","14972","15147.35","14963.65","15130.00"
"10 Dec 2019","15120.05","15123.35","14903.25","14946.00"
"09 Dec 2019","15309.7","15322.55","15136.25","15157.00"
"05 Dec 2019","15164.15","15385.45","15101.8","15367.00"
"04 Dec 2019","14918.5","15188.55","14896.6","15175.00"
"03 Dec 2019","14870.9","14956.45","14808.4","14920.00"
"02 Dec 2019","15056.85","15070.65","14819.40","14852.00"
"29 Nov 2019","15132.95","15147.25","14964.25","14998.00"
"28 Nov 2019","15069.15","15136.20","15042.65","15121.00"
"27 Nov 2019","14957.50","15049.00","14946.55","15022.00"
"26 Nov 2019","15174.65","15212.65","14867.45","14922.00"
"25 Nov 2019","15002.20","15112.90","14950.95","15100.00"
"22 Nov 2019","15216.55","15220.05","14931.35","14995.00"
"21 Nov 2019","15353.70","15435.40","15279.40","15293.00"
"20 Nov 2019","15349.05","15349.05","15235.00","15318.00"
"19 Nov 2019","15318.65","15371.80","15256.85","15304.00"
"18 Nov 2019","15326.80","15373.85","15251.00","15295.00"
"15 Nov 2019","15425.05","15471.15","15287.10","15310.00"
"14 Nov 2019","15292.90","15410.30","15217.30","15388.00"
"13 Nov 2019","15307.90","15374.05","15192.30","15240.00"
"11 Nov 2019","15343.25","15354.05","15228.80","15308.00"
"08 Nov 2019","15646.40","15658.15","15355.70","15383.00"
"07 Nov 2019","15635.50","15639.70","15532.15","15624.00"
"06 Nov 2019","15554.05","15647.05","15440.40","15561.00"
"05 Nov 2019","15613.10","15613.10","15422.80","15533.00"
"04 Nov 2019","15474.00","15803.35","15428.50","15591.00"
"01 Nov 2019","15575.35","15636.3","15411.8","15471.00"
"31 Oct 2019","15436.30","15657.75","15417.00","15559.00"
"30 Oct 2019","15343.70","15419.65","15212.75","15395.00"
"23 Sep 2019","15611.8","15611.8","14735.55","15040.00"
"20 Sep 2019","15541.55","15742.55","15434.15","15491.00"
"31 Jul 2019","15437.6","15649.15","15303.7","15620.00"
"02 Jan 2019","14467.40","14593.85","14371.00","14447.00"
