"Date","Open","High","Low","Close"
"10 Dec 2021","17476.05","17534.35","17405.25","17511.30"
"09 Dec 2021","17524.40","17543.25","17379.60","17516.85"
"08 Dec 2021","17315.25","17484.60","17308.95","17469.75"
"07 Dec 2021","17044.10","17251.65","16987.75","17176.70"
"06 Dec 2021","17209.05","17216.75","16891.70","16912.25"
"03 Dec 2021","17424.90","17489.80","17180.80","17196.70"
"02 Dec 2021","17183.20","17420.35","17149.30","17401.65"
"01 Dec 2021","17104.40","17213.05","17064.25","17166.90"
"30 Nov 2021","17051.15","17324.65","16931.40","16983.20"
"29 Nov 2021","17055.80","17160.70","16782.40","17053.95"
"26 Nov 2021","17338.75","17355.40","16985.70","17026.45"
"25 Nov 2021","17417.30","17564.35","17351.70","17536.25"
"24 Nov 2021","17550.05","17600.60","17354.00","17415.05"
"23 Nov 2021","17281.75","17553.70","17216.10","17503.35"
"22 Nov 2021","17796.25","17805.25","17280.45","17416.55"
"18 Nov 2021","17890.55","17945.60","17688.50","17764.80"
"17 Nov 2021","17939.35","18022.65","17879.25","17898.65"
"16 Nov 2021","18127.05","18132.65","17958.80","17999.20"
"15 Nov 2021","18140.95","18210.15","18071.30","18109.45"
"12 Nov 2021","17977.60","18123.00","17905.90","18102.75"
"11 Nov 2021","17967.45","17971.35","17798.20","17873.60"
"10 Nov 2021","17973.45","18061.25","17915.00","18017.20"
"09 Nov 2021","18084.35","18112.60","17983.05","18044.25"
"08 Nov 2021","18040.20","18087.80","17836.10","18068.55"
"04 Nov 2021","17935.05","17947.55","17900.60","17916.80"
"03 Nov 2021","17947.95","17988.75","17757.95","17829.20"
"02 Nov 2021","17970.90","18012.25","17847.60","17888.95"
"01 Nov 2021","17783.15","17954.10","17697.10","17929.65"
"29 Oct 2021","17833.05","17915.85","17613.10","17671.65"
"28 Oct 2021","18187.65","18190.7","17799.45","17857.25"
"27 Oct 2021","18295.85","18342.05","18167.9","18210.95"
"26 Oct 2021","18154.5","18310.45","18099.3","18268.40"
"25 Oct 2021","18229.5","18241.4","17968.5","18125.40"
"22 Oct 2021","18230.7","18314.25","18034.35","18114.90"
"21 Oct 2021","18382.7","18384.2","18048","18178.10"
"20 Oct 2021","18439.9","18458.3","18209.35","18266.60"
"19 Oct 2021","18602.35","18604.45","18377.7","18418.75"
"18 Oct 2021","18500.1","18543.15","18445.3","18477.05"
"14 Oct 2021","18272.85","18350.75","18248.7","18338.55"
"13 Oct 2021","18097.85","18197.8","18050.75","18161.75"
"12 Oct 2021","17915.8","18008.65","17864.95","17991.95"
"11 Oct 2021","17867.55","18041.95","17839.1","17945.95"
"08 Oct 2021","17886.85","17941.85","17840.35","17895.20"
"07 Oct 2021","17810.55","17857.55","17763.8","17790.35"
"06 Oct 2021","17861.5","17884.6","17613.15","17646.00"
"05 Oct 2021","17661.35","17833.45","17640.9","17822.30"
"04 Oct 2021","17615.55","17750.9","17581.35","17691.25"
"01 Oct 2021","17531.9","17557.15","17452.9","17532.05"
"30 Sep 2021","17718.9","17742.15","17585.35","17618.15"
"29 Sep 2021","17657.95","17781.75","17608.15","17711.30"
"28 Sep 2021","17906.45","17912.85","17576.1","17748.60"
"27 Sep 2021","17932.2","17943.5","17802.9","17855.10"
"24 Sep 2021","17897.45","17947.65","17819.4","17853.20"
