ticker,date,open,high,low,close,adj close,volume,Moving Average for 10 days,Moving Average for 20 days,Moving Average for 50 days,Daily Return
TCS.NS,2019-01-01,1896.0,1910.0,1885.0,1902.8,1788.18,1094883.0,,,,
TCS.NS,2019-01-02,1905.0,1934.45,1900.0,1923.3,1807.44,2100463.0,,,,0.010770727779082723
TCS.NS,2019-01-03,1919.0,1944.95,1893.1,1899.95,1785.5,2611668.0,,,,-0.012138715531359257
TCS.NS,2019-01-04,1900.0,1901.2,1841.0,1876.85,1763.79,4280862.0,,,,-0.012159059087090474
TCS.NS,2019-01-07,1891.8,1908.8,1881.0,1897.9,1783.57,1856423.0,,,,0.011214486985412053
TCS.NS,2019-01-08,1905.4,1906.4,1883.3,1893.55,1779.48,1691756.0,,,,-0.0022931536188655066
TCS.NS,2019-01-09,1907.4,1919.0,1866.7,1886.95,1773.28,2414376.0,,,,-0.003484163913053284
TCS.NS,2019-01-10,1890.0,1905.0,1872.1,1888.55,1774.78,3053461.0,,,,0.0008458901019579024
TCS.NS,2019-01-11,1870.0,1875.0,1835.0,1842.55,1731.56,9209862.0,,,,-0.024352314089633675
TCS.NS,2019-01-14,1850.0,1851.0,1810.0,1813.25,1704.02,3615370.0,1769.1599999999999,,,-0.015904733304072605
TCS.NS,2019-01-15,1810.0,1869.35,1808.0,1867.8,1755.28,7711653.0,1765.8699999999997,,,0.030081806551566226
TCS.NS,2019-01-16,1870.0,1875.0,1847.0,1870.15,1757.49,2359280.0,1760.875,,,0.0012590583838476554
TCS.NS,2019-01-17,1878.0,1898.0,1871.3,1894.3,1784.0,2625816.0,1760.725,,,0.015084011857819934
TCS.NS,2019-01-18,1881.0,1904.2,1876.0,1900.65,1789.98,1683728.0,1763.3439999999998,,,0.003352017937219731
TCS.NS,2019-01-21,1902.0,1932.0,1895.45,1908.7,1797.57,2409803.0,1764.744,,,0.00424027084101497
TCS.NS,2019-01-22,1907.1,1918.25,1890.0,1901.9,1791.16,2457093.0,1765.9119999999998,,,-0.003565925110009527
TCS.NS,2019-01-23,1901.0,1906.1,1870.0,1875.6,1766.39,2578169.0,1765.223,,,-0.013829026999263028
TCS.NS,2019-01-24,1884.8,1905.25,1875.0,1901.55,1790.83,1962927.0,1766.828,,,0.013836129054172641
TCS.NS,2019-01-25,1902.0,1935.0,1901.0,1920.8,1808.96,2327080.0,1774.5679999999998,,,0.010123797345364949
TCS.NS,2019-01-28,1933.0,1962.0,1925.5,1955.0,1841.17,2769033.0,1788.283,1778.7214999999997,,0.01780581107376622
TCS.NS,2019-01-29,1962.0,1989.05,1936.65,1982.75,1867.3,2557626.0,1799.485,1782.6774999999998,,0.014192062655811188
TCS.NS,2019-01-30,1979.6,1989.5,1954.65,1981.4,1866.03,2429575.0,1810.3389999999995,1785.6069999999995,,-0.0006801263856905937
TCS.NS,2019-01-31,1987.0,2019.75,1985.0,2014.1,1896.83,4094319.0,1821.6219999999994,1791.1734999999996,,0.01650562959866675
TCS.NS,2019-02-01,2009.5,2034.75,1998.1,2029.95,1911.76,3064163.0,1833.7999999999993,1798.5719999999997,,0.007871026923867763
TCS.NS,2019-02-04,2029.95,2055.45,2023.0,2050.25,1930.87,1590764.0,1847.1299999999992,1805.937,,0.009996024605599008
TCS.NS,2019-02-05,2050.0,2055.0,2028.0,2044.55,1925.51,1111404.0,1860.5649999999991,1813.2385,,-0.0027759507372323577
TCS.NS,2019-02-06,2049.9,2086.85,2041.05,2074.8,1953.99,1789812.0,1879.3249999999994,1822.274,,0.014790886570311246
TCS.NS,2019-02-07,2074.75,2097.95,2067.0,2082.9,1961.62,1339945.0,1896.4039999999993,1831.616,,0.0039048306286111334
TCS.NS,2019-02-08,2075.0,2089.5,2051.0,2061.4,1941.37,1684474.0,1909.6449999999993,1842.1065000000003,,-0.010323100294654441
TCS.NS,2019-02-11,2060.0,2096.0,2048.9,2065.9,1945.61,1778730.0,1920.0889999999993,1854.1860000000004,,0.0021840246835997945
TCS.NS,2019-02-12,2070.0,2070.0,2018.0,2051.6,1932.15,2422903.0,1926.5739999999994,1863.0295000000006,,-0.006918138784237193
TCS.NS,2019-02-14,2060.05,2075.0,2033.05,2044.6,1925.55,1724085.0,1932.5259999999994,1871.4325000000008,,-0.003415883859948843
TCS.NS,2019-02-15,2049.0,2052.0,2010.95,2029.7,1911.52,1930065.0,1933.9949999999997,1877.8085000000005,,-0.007286229908337827
TCS.NS,2019-02-18,2037.6,2041.95,1962.65,1970.3,1855.58,2942184.0,1928.377,1881.0885000000005,,-0.029264668954549267
TCS.NS,2019-02-19,1970.0,1971.0,1892.0,1904.8,1793.89,4408554.0,1914.679,1880.9045000000006,,-0.033245669817523305
TCS.NS,2019-02-20,1915.0,1933.8,1881.3,1914.75,1803.26,4645778.0,1902.4540000000002,1881.5095000000006,,0.005223285708711112
TCS.NS,2019-02-21,1914.75,1940.0,1897.05,1914.2,1802.75,4683919.0,1887.33,1883.3275000000006,,-0.000282821112873366
TCS.NS,2019-02-22,1917.2,1930.0,1905.1,1925.65,1813.53,2271955.0,1872.521,1884.4625000000003,,0.005979753154902179
TCS.NS,2019-02-25,1932.5,1990.0,1930.5,1985.15,1869.56,2934880.0,1865.3400000000001,1887.4925000000003,,0.03089554625509372
TCS.NS,2019-02-26,1984.0,2045.15,1972.25,2038.7,1920.0,6453309.0,1862.779,1891.4340000000004,,0.02697961017565631
TCS.NS,2019-02-27,2040.0,2074.95,2022.0,2058.1,1938.27,4732082.0,1863.391,1894.9825,,0.009515624999999917
TCS.NS,2019-02-28,2060.0,2071.35,1977.6,1983.45,1867.96,8454295.0,1857.632,1895.0790000000002,,-0.03627461602356741
TCS.NS,2019-03-01,1995.05,2005.0,1980.35,1995.4,1879.22,4148548.0,1854.402,1894.1985,,0.0060279663376090475
TCS.NS,2019-03-05,2005.0,2007.0,1976.6,1988.1,1872.34,2449622.0,1856.078,1892.2274999999997,,-0.0036610934323815236
TCS.NS,2019-03-06,1989.3,2015.0,1985.05,1999.6,1883.17,2635047.0,1865.0059999999999,1889.8424999999995,,0.005784205860046798
TCS.NS,2019-03-07,2005.0,2024.05,2000.2,2013.3,1896.08,2539884.0,1874.288,1888.3709999999996,,0.006855461801111851
TCS.NS,2019-03-08,2025.0,2033.0,2010.05,2022.7,1904.93,2031071.0,1884.506,1885.9179999999997,,0.004667524577022242
TCS.NS,2019-03-11,2028.9,2033.0,2003.65,2014.8,1897.49,3111689.0,1892.9020000000005,1882.7114999999994,,-0.0039056553259174676
TCS.NS,2019-03-12,2014.05,2024.8,2003.0,2012.45,1895.27,2658550.0,1895.4730000000004,1880.4064999999991,,-0.001169966640140463
TCS.NS,2019-03-13,2013.0,2015.9,1978.6,2000.5,1884.02,1833163.0,1891.8750000000005,1877.3269999999989,1846.4372000000003,-0.00593582972346951
TCS.NS,2019-03-14,2004.95,2007.8,1981.0,1987.4,1871.68,1905495.0,1885.2160000000003,1874.3034999999988,1848.1072000000004,-0.00654982431184381
TCS.NS,2019-03-15,1998.9,2068.95,1991.0,2039.95,1921.17,5184318.0,1890.5370000000003,1874.0844999999986,1850.3818,0.026441485724055358
TCS.NS,2019-03-18,2043.0,2064.6,2011.0,2022.8,1905.02,2349915.0,1893.1170000000002,1873.7594999999988,1852.7722000000003,-0.00840633572250249
TCS.NS,2019-03-19,2030.0,2030.0,1995.1,2022.8,1905.02,2373993.0,1896.3850000000002,1876.2314999999985,1855.5968000000005,0.0
TCS.NS,2019-03-20,2028.0,2044.8,2000.0,2015.05,1897.72,3091165.0,1897.8400000000001,1881.4229999999984,1857.8798000000004,-0.003831980766606069
TCS.NS,2019-03-22,2015.0,2016.0,1983.3,2005.65,1888.87,3148149.0,1897.1190000000001,1885.7034999999985,1860.0676000000003,-0.004663490925953306
TCS.NS,2019-03-25,2007.8,2007.8,1977.2,1984.25,1868.72,2429205.0,1893.4980000000003,1889.0019999999986,1861.9764000000005,-0.010667753736360863
TCS.NS,2019-03-26,1984.0,1994.95,1958.05,1982.65,1867.21,2316539.0,1890.47,1891.6859999999986,1863.8250000000005,-0.0008080397277280271
TCS.NS,2019-03-27,1994.0,1998.0,1961.0,1967.9,1853.32,2266166.0,1886.275,1890.8739999999987,1866.2602000000009,-0.007438906175524007
TCS.NS,2019-03-28,1980.0,2014.6,1972.8,2000.3,1883.83,4054489.0,1886.256,1889.0654999999988,1869.8564000000008,0.01646234864999019
TCS.NS,2019-04-01,2010.0,2039.95,2008.25,2031.65,1913.36,2095740.0,1890.4240000000002,1887.819999999999,1873.0180000000007,0.015675512121582136
TCS.NS,2019-04-02,2037.1,2086.0,2037.0,2079.3,1958.23,3719663.0,1894.1300000000003,1892.3334999999993,1877.0328000000006,0.0234508926704855
TCS.NS,2019-04-03,2085.0,2089.6,2058.1,2079.3,1958.23,2939886.0,1899.4510000000002,1896.2839999999992,1880.5174000000004,0.0
TCS.NS,2019-04-04,2078.15,2079.7,2007.4,2014.5,1897.21,4397518.0,1898.67,1897.5274999999995,1882.6620000000007,-0.03116079316525633
TCS.NS,2019-04-05,2028.65,2054.4,2018.8,2048.3,1929.04,3152103.0,1901.8020000000001,1899.8209999999995,1885.2914000000005,0.016777267672002605
TCS.NS,2019-04-08,2059.0,2075.0,2032.7,2070.75,1950.18,2194294.0,1907.9330000000002,1902.5259999999994,1888.4718000000003,0.010958818894372335
TCS.NS,2019-04-09,2070.0,2098.0,2057.65,2091.5,1969.72,2690970.0,1918.0330000000001,1905.7654999999995,1892.5384000000004,0.01001958793547253
TCS.NS,2019-04-10,2083.0,2085.5,2036.0,2040.25,1921.46,3313062.0,1923.458,1906.9639999999995,1895.1510000000003,-0.024500944296651284
TCS.NS,2019-04-11,2045.0,2055.0,2013.65,2019.5,1901.91,3422442.0,1928.3170000000002,1907.2959999999998,1897.0100000000002,-0.010174554765646882
TCS.NS,2019-04-12,2038.0,2039.0,2007.0,2014.5,1897.21,3198471.0,1929.6550000000002,1907.9555,1898.1308000000004,-0.0024712000042063087
TCS.NS,2019-04-15,2070.0,2119.8,2041.0,2113.3,1990.25,9189201.0,1937.3440000000003,1913.884,1900.5898000000004,0.049040433056962485
TCS.NS,2019-04-16,2120.0,2155.95,2115.55,2131.8,2007.68,5771952.0,1942.2890000000002,1918.2095000000002,1903.4228000000003,0.008757693757065699
TCS.NS,2019-04-18,2149.9,2155.0,2114.2,2150.05,2024.86,3413728.0,1948.9520000000005,1924.2015000000004,1905.9834000000003,0.008557140580172096
TCS.NS,2019-04-22,2148.0,2176.0,2145.6,2161.45,2035.6,2007135.0,1962.7910000000004,1930.7305000000003,1908.4602000000004,0.005304070404867467
TCS.NS,2019-04-23,2163.0,2165.5,2134.05,2155.05,2029.57,2163524.0,1972.8440000000003,1937.3230000000003,1910.4342000000006,-0.0029622715661229426
TCS.NS,2019-04-24,2158.0,2195.0,2156.1,2183.45,2056.32,3003071.0,1983.458,1945.6955000000003,1913.050400000001,0.013180131752046131
TCS.NS,2019-04-25,2175.0,2205.0,2168.05,2195.0,2067.2,4211526.0,1993.2060000000001,1955.6195,1915.3146000000008,0.005291005291005124
TCS.NS,2019-04-26,2203.0,2243.95,2193.15,2238.55,2108.21,2716958.0,2011.881,1967.6695,1918.246400000001,0.019838428792569696
TCS.NS,2019-04-30,2238.55,2266.95,2230.1,2260.35,2128.74,3488395.0,2034.5640000000003,1981.4405,1921.993800000001,0.009738119067834727
