ticker,date,open,high,low,close,adj close,volume,Moving Average for 10 days,Moving Average for 20 days,Moving Average for 50 days,Daily Return
MARUTI.NS,2019-01-01,7449.75,7494.0,7395.0,7476.8,7261.91,625360.0,,,,
MARUTI.NS,2019-01-02,7445.0,7460.0,7244.0,7267.85,7058.96,891844.0,,,,-0.027947192956123135
MARUTI.NS,2019-01-03,7280.0,7350.0,7185.6,7203.95,6996.9,715168.0,,,,-0.008791663361175095
MARUTI.NS,2019-01-04,7239.0,7309.0,7161.2,7234.5,7026.57,774445.0,,,,0.0042404493418513045
MARUTI.NS,2019-01-07,7310.0,7407.0,7300.0,7362.05,7150.46,687845.0,,,,0.01763164673517803
MARUTI.NS,2019-01-08,7380.0,7454.8,7322.1,7439.5,7225.68,516841.0,,,,0.010519602934636385
MARUTI.NS,2019-01-09,7460.5,7529.0,7414.0,7492.9,7277.54,740580.0,,,,0.007177179172064063
MARUTI.NS,2019-01-10,7500.0,7511.0,7360.15,7391.6,7179.16,452699.0,,,,-0.013518304262154501
MARUTI.NS,2019-01-11,7382.7,7400.0,7282.0,7320.5,7110.1,488399.0,,,,-0.009619509803375226
MARUTI.NS,2019-01-14,7330.0,7433.35,7257.0,7408.7,7195.76,424152.0,7148.303999999999,,,0.012047650525309095
MARUTI.NS,2019-01-15,7430.0,7470.0,7317.0,7355.15,7143.75,491196.0,7136.487999999999,,,-0.007227867521985232
MARUTI.NS,2019-01-16,7349.5,7384.0,7291.1,7310.25,7100.14,424769.0,7140.605999999998,,,-0.006104636920384876
MARUTI.NS,2019-01-17,7339.0,7398.95,7307.5,7336.25,7125.4,462725.0,7153.455999999998,,,0.0035576763275089185
MARUTI.NS,2019-01-18,7345.0,7379.95,7318.0,7357.95,7146.47,334555.0,7165.445999999999,,,0.002957026973924304
MARUTI.NS,2019-01-21,7358.0,7380.0,7161.0,7208.4,7001.22,654537.0,7150.521999999999,,,-0.02032471975674699
MARUTI.NS,2019-01-22,7180.0,7180.0,7054.5,7068.85,6865.68,896521.0,7114.522,,,-0.019359483061523575
MARUTI.NS,2019-01-23,7050.0,7132.25,7025.0,7045.4,6842.91,702474.0,7071.059000000001,,,-0.0033164959625267
MARUTI.NS,2019-01-24,7059.9,7098.0,7014.4,7040.6,6838.24,520703.0,7036.9670000000015,,,-0.0006824581939555152
MARUTI.NS,2019-01-25,7054.0,7133.0,6410.0,6513.4,6326.2,3062762.0,6958.577,,,-0.07487891621235876
MARUTI.NS,2019-01-28,6512.5,6610.0,6317.7,6511.05,6323.91,2398091.0,6871.392000000002,7009.848,,-0.00036198665865760926
MARUTI.NS,2019-01-29,6480.0,6619.15,6447.4,6526.95,6339.36,1101399.0,6790.953000000001,6963.7204999999985,,0.0024431087728953305
MARUTI.NS,2019-01-30,6559.0,6588.0,6508.0,6548.25,6360.04,583773.0,6716.943000000001,6928.7744999999995,,0.0032621589561092623
MARUTI.NS,2019-01-31,6575.0,6660.05,6460.05,6641.15,6450.27,926270.0,6649.430000000002,6901.442999999999,,0.014187017691712711
MARUTI.NS,2019-02-01,6679.0,7204.0,6652.55,6962.3,6762.19,2545419.0,6611.002000000002,6888.223999999999,,0.04835766564810462
MARUTI.NS,2019-02-04,6975.0,7039.0,6851.65,6988.2,6787.35,658776.0,6589.6150000000025,6870.068499999999,,0.0037206881202689335
MARUTI.NS,2019-02-05,6995.0,7125.0,6985.4,7093.6,6889.72,681498.0,6592.019000000003,6853.2705000000005,,0.015082469594171588
MARUTI.NS,2019-02-06,7120.0,7220.0,7067.0,7183.4,6976.94,567827.0,6605.422000000003,6838.2405,,0.01265944044170153
MARUTI.NS,2019-02-07,7201.0,7320.0,7185.1,7302.55,7092.67,690174.0,6630.8650000000025,6833.916,,0.016587501110802316
MARUTI.NS,2019-02-08,7270.0,7300.0,7100.0,7134.25,6929.2,576159.0,6691.165000000003,6824.871000000001,,-0.023047738016854002
MARUTI.NS,2019-02-11,7150.0,7209.95,7051.1,7177.9,6971.6,502244.0,6755.934000000003,6813.6630000000005,,0.006119032500144339
MARUTI.NS,2019-02-12,7193.0,7230.0,7127.95,7162.5,6956.64,494592.0,6817.662000000002,6804.307500000001,,-0.0021458488725687452
MARUTI.NS,2019-02-14,7036.7,7111.2,6990.0,7017.5,6815.81,622311.0,6863.239000000003,6790.091,,-0.020243968352537944
MARUTI.NS,2019-02-15,7027.4,7058.7,6900.0,6930.05,6730.87,768798.0,6891.299000000002,6770.364500000001,,-0.012462201851284105
